instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_startego,collision,min_ttc,algo_safety
scenario220,c2,1,40,0.1,20,3,0,80,0,1,80,20,0,0,4.689008011833035,0
scenario221,c4,0,60,0.2,0,2,40,60,20,0,20,100,2,0,2.944716008505805,0
scenario222,c1,2,100,0.8,0,1,60,0,60,1,100,100,1,1,0.0,1
scenario223,c1,1,20,0.2,40,2,100,40,0,2,60,80,0,0,5.040339227338839,0
scenario224,c1,2,100,1.0,80,0,0,40,100,2,80,20,1,0,3.097655489231441,0
scenario225,c1,2,100,1.0,20,0,80,100,80,2,20,80,1,0,3.046053494919243,0
scenario226,c2,1,100,0.4,80,3,80,0,100,1,20,20,0,0,5.497609961941872,0
scenario227,c2,1,80,0.8,60,3,40,20,40,0,0,0,0,0,4.201022192425564,0
scenario228,c4,2,80,0.4,20,3,100,0,0,0,80,0,1,0,9999.0,0
scenario229,c4,0,0,0.1,100,2,0,0,40,2,80,20,2,0,0.9390726634320244,0
scenario230,c1,2,80,0.8,100,0,40,40,100,2,100,60,1,0,5.522935699868333,0
scenario231,c1,1,60,0.2,20,2,20,60,0,2,40,60,0,0,9999.0,0
scenario232,c1,1,20,0.6,0,2,60,0,80,2,80,100,0,0,3.5187526479500093,0
scenario233,c2,1,40,1.0,60,3,0,40,40,0,60,100,0,0,2.4117526888520664,0
scenario234,c4,0,40,0.4,80,3,60,100,60,0,20,80,1,1,0.0,1
scenario235,c1,1,0,0.2,40,2,0,80,20,2,0,40,0,0,4.167760645065609,0
scenario236,c2,0,80,0.1,0,1,20,100,40,1,80,100,2,0,2.7874649732203567,0
scenario237,c4,0,60,0.4,60,2,100,80,80,2,40,0,2,1,0.0,1
scenario238,c1,2,80,0.8,20,2,20,0,20,2,40,60,0,0,5.158510235475876,0
scenario239,c1,2,0,1.0,80,1,100,100,80,1,60,0,1,1,0.0,1
scenario240,c4,0,100,0.6,60,2,20,80,40,0,60,40,2,0,2.971357831986163,0
scenario241,c4,0,100,0.6,40,2,40,100,100,0,40,20,2,0,2.613399321672525,0
scenario242,c4,0,80,0.1,100,2,0,100,40,0,0,80,2,0,2.586076313904736,0
scenario243,c1,2,0,0.6,100,1,100,60,20,1,80,60,1,0,507.2161690999005,0
scenario244,c2,1,100,0.1,80,3,20,0,40,1,60,80,0,0,6.299211132015292,0
scenario245,c2,1,40,0.8,0,1,20,80,100,1,60,80,2,0,2.3492825271649327,0
scenario246,c4,0,40,1.0,40,3,20,100,80,0,40,0,1,0,2.141655782049506,0
scenario247,c1,2,20,0.1,20,2,0,80,0,2,100,100,0,0,9999.0,0
scenario248,c2,0,0,0.4,0,1,60,80,60,1,60,0,2,0,2.606635323788378,0
scenario249,c4,0,80,0.6,40,3,60,0,20,0,40,40,1,1,0.0,1
scenario250,c4,0,60,1.0,60,2,80,100,0,2,0,40,2,1,0.0,1
scenario251,c1,1,80,0.8,20,2,0,80,100,2,60,40,0,0,2.812474905209193,0
scenario252,c4,2,100,0.6,20,3,80,20,100,0,0,60,1,0,2.1371991425873538,0
scenario253,c1,2,100,0.8,20,0,20,60,40,2,0,20,1,0,2.810479684982141,0
scenario254,c4,0,40,0.4,60,2,100,0,0,0,20,60,2,0,3.0356031413300504,0
scenario255,c4,0,40,0.2,80,2,0,20,40,0,60,20,2,0,3.186543025698056,0
scenario256,c1,2,100,0.6,60,1,80,40,80,1,40,60,1,0,2.203441005417534,0
scenario257,c2,1,60,0.2,20,3,60,60,60,0,80,20,0,0,2.510374992758547,0
scenario258,c1,1,40,0.4,80,2,20,40,40,2,100,60,0,0,4.968690028944446,0
scenario259,c1,2,0,0.1,20,2,80,40,0,2,0,20,0,0,4.581483158169819,0
scenario260,c2,1,100,0.2,60,3,0,0,60,1,80,40,0,0,4.433292557959841,0
scenario261,c1,2,0,1.0,0,2,100,0,20,2,80,40,0,0,5.115439583828663,0
scenario262,c1,1,20,0.1,100,2,40,40,40,2,40,0,0,0,5697.295138703922,0
scenario263,c4,0,20,1.0,40,2,80,60,100,0,40,80,2,0,3.0967796660486004,0
scenario264,c4,0,100,1.0,60,2,60,100,60,2,40,100,2,1,0.0,1
scenario265,c2,1,40,0.8,40,3,40,60,0,0,20,20,0,0,2.3732038501611146,0
scenario266,c4,2,60,1.0,40,3,40,20,100,0,20,40,1,1,0.0,1
scenario267,c4,0,60,0.6,60,2,0,20,20,2,0,0,2,1,0.0,1
scenario268,c4,2,80,0.1,0,3,40,40,40,0,80,60,1,0,1.919131944630037,0
scenario269,c2,0,80,0.2,100,1,40,20,80,1,100,100,2,0,9999.0,0
scenario270,c2,0,100,0.6,100,1,80,60,60,1,60,100,2,0,6.284598770117806,0
scenario271,c2,1,0,0.4,80,3,100,100,20,0,20,100,0,0,4.180059955125681,0
scenario272,c4,0,0,0.1,80,2,60,80,60,0,100,60,2,0,3.077633607033391,0
scenario273,c1,2,20,0.6,100,0,80,80,80,2,40,60,1,0,7.038894939529695,0
scenario274,c4,0,80,0.4,80,2,40,80,80,2,100,100,2,1,0.0,1
scenario275,c2,1,80,1.0,0,3,0,0,80,0,100,20,0,0,2.333553647341008,0
scenario276,c4,0,20,0.1,40,3,40,100,20,0,20,40,1,0,1.8299267345083683,0
scenario277,c1,2,40,0.8,0,2,0,80,0,2,80,80,0,0,9999.0,0
scenario278,c1,2,60,0.2,60,1,100,0,80,1,60,60,1,0,2.1532790137092723,0
scenario279,c4,0,80,0.1,0,3,0,40,80,0,80,20,1,0,1.6552608629413117,0
scenario280,c1,2,40,0.1,0,0,40,20,40,2,20,100,1,0,2.987735339346677,0
scenario281,c1,1,20,1.0,60,2,100,40,100,2,60,100,0,0,4.26683497227279,0
scenario282,c4,0,100,0.8,60,2,80,100,100,0,100,80,2,0,3.2901608821422035,0
scenario283,c4,0,40,0.6,20,2,100,80,80,2,20,60,2,1,0.0,1
