instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario609,c4,1,0,2,0,40,20,20,60,0,40,40,60,0.4,False,11.929,0
scenario610,c2,0,1,2,1,80,0,60,20,-90,0,80,0,0.4,False,25.295,0
scenario611,c4,1,0,2,0,60,100,0,0,90,60,40,100,0.1,False,1.175,0
scenario612,c1,0,1,1,2,80,0,0,0,-30,60,0,20,0.8,False,2.822,0
scenario613,c1,1,2,0,2,40,0,0,0,-90,40,20,60,0.4,False,33.47,0
scenario614,c1,1,2,0,2,100,0,0,60,-60,20,60,60,1.0,False,3650.842,0
scenario615,c1,0,2,1,2,80,20,80,20,-30,40,20,80,0.6,False,5.048,0
scenario616,c2,2,0,0,1,40,0,0,0,-60,40,20,100,0.4,False,0.757,0
scenario617,c2,0,1,2,0,60,0,40,20,-90,0,0,80,0.4,False,2555.223,0
scenario618,c2,2,0,0,1,20,20,60,40,-90,60,40,40,0.4,False,3.537,0
scenario619,c1,0,1,1,2,100,0,0,0,30,60,0,80,0.6,False,2.182,0
scenario620,c2,0,1,2,1,80,20,0,20,-60,40,20,40,0.8,False,3.585,0
scenario621,c1,1,2,0,2,80,40,20,80,-60,0,60,20,0.2,False,4317.32,0
scenario622,c2,0,1,2,1,80,20,20,0,0,40,20,0,0.6,False,3.565,0
scenario623,c1,1,2,0,2,20,20,0,20,-60,80,60,40,0.2,False,4367.317,0
scenario624,c4,1,2,2,0,60,20,80,0,-60,100,20,40,0.4,False,4.926,0
scenario625,c4,2,0,1,2,20,100,100,0,-60,100,40,60,0.4,False,7120.14,0
scenario626,c1,1,2,0,1,100,20,40,0,-90,0,80,0,0.2,False,8073.932,0
scenario627,c2,0,1,2,1,80,40,60,80,-90,0,100,20,0.4,False,33.059,0
scenario628,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,4.604,0
scenario629,c2,2,0,0,1,40,20,100,20,30,40,80,80,0.8,False,4.106,0
scenario630,c2,2,0,0,1,40,20,20,0,-60,60,20,60,0.4,True,0.0,1
scenario631,c2,2,1,0,1,100,40,20,80,0,40,20,80,0.8,False,3.732,0
scenario632,c4,2,0,1,2,0,0,0,20,-60,40,0,60,0.2,False,7465.232,0
scenario633,c2,0,1,2,1,40,0,0,0,-60,40,20,100,0.4,False,2.994,0
scenario634,c4,1,2,2,0,100,0,100,40,90,80,40,20,0.6,False,3.746,0
scenario635,c4,1,0,2,0,60,0,80,40,-60,20,20,100,0.2,False,2.965,0
scenario636,c2,2,0,0,1,40,60,0,0,-30,20,100,60,1.0,False,5.235,0
scenario637,c4,1,0,2,0,0,60,80,80,30,0,0,20,0.1,False,2.307,0
scenario638,c2,2,0,0,1,40,0,0,0,-30,40,20,100,0.4,True,0.0,1
scenario639,c4,2,0,1,0,0,20,20,20,-60,40,0,20,0.4,False,2.434,0
scenario640,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,3.316,0
scenario641,c2,2,0,0,1,20,0,0,100,-30,40,20,100,0.4,False,1.425,0
scenario642,c2,2,1,0,1,100,40,0,100,0,40,20,80,0.8,True,0.0,1
scenario643,c4,1,2,2,0,60,20,0,0,-30,40,40,100,0.4,False,4.485,0
scenario644,c2,2,0,0,1,40,20,80,60,-90,80,80,80,0.8,False,20.344,0
scenario645,c1,1,2,0,1,60,40,100,60,-60,80,100,20,0.1,False,4.761,0
scenario646,c4,1,0,2,0,0,60,80,100,30,20,0,80,0.8,False,2.565,0
scenario647,c4,2,0,1,0,100,40,20,20,-30,40,0,20,0.2,False,4876.398,0
scenario648,c4,2,0,1,0,0,60,100,40,60,60,40,20,0.6,False,79.918,0
