Visibility,VehicleStability,RoadSurface,PathInteraction,GoalOther,Wetness,GoalEgo,FogDensity,TimeOfDay,WindIntensity,FogDistance,Cloudiness,StartOther,Precipitation,PrecipitationDeposits,StartEgo,RoadFriction,Min_TTC,Collision_Occurred
100,20,80,c4,right,20,left,20,90,20,40,40,left,40,40,base,0.8,0.0,True
100,20,100,c1,right,80,base,0,-90,40,100,60,left,60,40,right,0.1,0.769535855293958,False
100,20,100,c2,base,40,left,80,0,0,0,40,left,40,20,right,0.4,2.849468218355649,False
100,20,100,c4,left,20,base,40,-30,60,40,0,base,0,0,left,1.0,4.223920686743563,False
100,40,0,c1,base,20,right,60,30,0,0,60,right,40,40,base,0.4,0.8605518982484374,False
100,40,0,c2,base,60,left,20,30,80,80,100,left,100,100,right,0.1,6.514183601461224,False
100,40,0,c4,left,40,left,40,-30,0,60,60,base,40,60,right,0.4,2.952507206033884,False
100,40,20,c1,base,0,left,20,60,60,60,0,left,0,0,right,1.0,6.291046157917877,False
100,40,20,c2,right,20,base,40,-30,0,20,60,base,60,60,right,0.6,1.4219176426929314,False
100,40,20,c4,right,20,left,20,0,0,20,20,left,20,0,right,1.0,0.9489136505059699,False
100,40,40,c1,right,40,base,60,60,20,0,20,base,20,20,left,0.4,4.954589169232232,False
100,40,40,c2,base,0,left,60,60,20,20,60,left,40,40,base,0.8,3.7949049809492594,False
100,40,40,c4,base,20,right,40,-60,0,40,40,right,40,60,left,0.4,5.781806021494238,False
100,40,60,c1,left,20,base,40,60,20,20,80,base,40,20,left,0.8,3.1230263393064766,False
100,40,60,c2,right,60,base,0,60,80,100,20,base,40,20,left,0.2,5.081122314594447,False
100,40,60,c4,left,40,left,60,90,20,0,20,right,40,60,base,0.1,6.139541706855273,False
100,40,80,c1,right,0,right,60,30,100,80,60,base,20,20,left,1.0,3.5650110985182404,False
100,40,80,c2,left,40,right,20,0,80,80,40,base,20,0,left,0.8,4.0039336340260725,False
100,40,80,c4,right,0,right,40,30,20,20,0,left,20,40,base,0.8,6.463341505691635,False
100,40,100,c1,right,80,left,20,30,40,100,100,base,80,80,right,0.1,1.125520047262688,False
100,40,100,c2,right,20,left,40,60,20,20,40,left,40,60,base,0.4,2.8400468514253734,False
100,40,100,c4,base,20,left,60,30,80,40,40,left,0,20,base,0.6,3.596665020326497,False
100,60,0,c1,left,40,left,80,30,0,40,60,base,40,60,right,0.2,1.7738903043775247,False
100,60,0,c2,left,20,base,0,60,80,100,40,base,40,40,left,0.4,3.257881501202689,False
100,60,0,c4,right,40,left,20,60,20,60,80,left,40,20,right,0.8,0.9234562297760226,False
100,60,20,c1,base,20,left,40,-90,0,60,80,left,20,20,right,0.4,3.807118222792879,False
100,60,20,c2,right,40,right,20,0,20,40,60,left,80,100,base,0.1,2.9280634765674907,False
100,60,20,c4,right,20,base,0,30,60,80,80,base,20,20,right,1.0,1.3880039561517867,False
100,60,40,c1,left,20,left,40,30,0,20,100,right,40,60,base,0.4,2.9837043564186154,False
100,60,40,c2,right,60,left,80,0,20,0,100,left,60,60,right,0.1,0.8921228868118557,False
100,60,40,c4,right,80,right,0,60,20,60,80,left,80,80,base,0.1,4.707765674165542,False
100,60,60,c1,left,20,base,0,-30,40,100,40,base,40,60,right,0.4,2.617206226965654,False
100,60,60,c2,left,20,base,60,30,20,20,80,base,20,20,right,0.8,0.0,True
100,60,60,c4,left,60,left,40,-90,20,20,60,right,40,40,base,0.1,2.2572994130096458,False
100,60,80,c1,base,80,base,0,-90,60,80,80,right,60,60,left,0.1,4.389985571155832,False
100,60,80,c2,base,0,right,20,30,60,80,60,right,20,0,base,1.0,1.681084117177798,False
100,60,80,c4,left,40,base,0,30,100,100,60,base,60,80,left,0.1,4.346733653608349,False
100,60,100,c1,left,20,left,20,0,80,100,40,right,20,20,base,0.4,4.986755049171475,False
100,60,100,c2,right,20,left,60,-30,40,0,80,left,40,40,right,0.4,0.8109376795606529,False
100,60,100,c4,base,40,right,20,-90,20,100,80,right,60,40,base,0.6,1.9391932148878224,False
100,80,0,c1,base,20,left,20,-90,20,60,80,left,60,60,base,0.8,3.5113178034211456,False
100,80,0,c2,left,80,left,0,-90,60,100,60,base,60,40,right,0.1,3.252708488365927,False
100,80,0,c4,base,0,right,40,30,20,60,40,left,20,20,base,1.0,3.2965084182945557,False
100,80,20,c1,base,20,right,20,30,40,80,100,right,60,60,left,0.6,2.4616661620033202,False
100,80,20,c2,right,40,left,40,90,0,20,40,base,60,60,right,0.1,1.3919049147396492,False
100,80,20,c4,base,20,right,80,30,40,40,60,left,20,40,base,0.8,4.8892484580645625,False
100,80,40,c1,base,20,left,80,90,0,20,20,right,20,0,base,1.0,1.7266704297650213,False
100,80,40,c2,left,20,right,60,0,20,20,20,base,20,20,left,0.4,3.441352875147049,False
100,80,40,c4,left,20,left,100,-90,20,0,60,right,20,40,base,0.2,3.407001853221704,False
100,80,60,c1,right,0,base,40,-30,40,40,0,left,0,20,right,0.8,0.9304730174436161,False
100,80,60,c2,left,20,right,80,-60,0,40,0,right,0,0,left,0.8,1.0338407977786288,False
100,80,60,c4,base,20,left,60,-90,60,40,20,left,20,40,right,0.6,4.247007595596391,False
100,80,80,c1,base,40,left,60,60,40,60,60,left,20,20,base,0.4,2.7531845768537697,False
100,80,80,c2,left,20,right,0,0,60,100,40,right,20,20,left,0.8,1.1047713350075243,False
100,80,80,c4,left,40,right,40,30,20,60,40,right,40,60,left,0.2,0.7985811413407603,False
100,80,100,c1,left,60,left,40,-60,0,40,20,right,40,60,base,0.1,3.85240551889692,False
100,80,100,c2,left,40,left,80,0,20,0,40,base,20,20,right,1.0,0.0,True
100,80,100,c4,left,20,right,60,90,0,60,40,base,20,20,left,0.8,5.8947374089370586,False
100,100,0,c1,base,40,base,20,0,40,60,80,left,40,40,right,0.2,2.6546478494096566,False
100,100,0,c2,left,60,base,60,60,0,40,40,base,60,60,right,0.1,1.2162743305919752,False
100,100,0,c4,base,20,left,20,60,60,100,60,left,20,40,base,0.8,3.685883457507647,False
100,100,20,c1,left,40,base,20,0,60,100,40,right,60,60,left,0.6,2.8640766329530276,False
100,100,20,c2,left,20,right,0,30,60,100,20,right,40,40,left,0.8,0.8619669798723107,False
100,100,20,c4,base,20,left,60,-30,0,0,60,left,20,40,right,0.8,5.426874100876614,False
100,100,40,c1,left,20,right,40,60,60,20,20,right,40,20,left,0.6,0.8367441755096735,False
100,100,40,c2,base,40,left,80,60,0,0,40,left,40,60,base,0.2,2.818639433090376,False
100,100,40,c4,base,20,right,20,-60,40,60,0,right,0,0,base,1.0,2.8509451470362595,False
100,100,60,c1,base,60,left,0,0,20,100,80,right,60,40,base,0.4,1.8238157733457605,False
100,100,60,c2,right,60,base,40,-30,20,60,40,base,60,60,right,0.1,1.341595613164845,False
100,100,60,c4,base,20,left,60,-90,40,40,80,left,40,40,right,0.6,5.6565874758107535,False
100,100,80,c1,left,0,base,0,30,60,80,40,base,40,20,right,1.0,2.2773021553311037,False
100,100,80,c2,base,80,left,20,30,80,80,80,right,60,40,base,0.1,1.8225568643418366,False
100,100,80,c4,base,0,right,60,90,20,20,40,left,20,0,base,1.0,3.3626928837268903,False
100,100,100,c1,right,40,left,40,30,60,60,40,base,20,20,right,0.2,1.2190895143350975,False
100,100,100,c2,base,40,base,20,-90,20,60,60,right,20,20,left,0.4,6.936029466031572,False
100,100,100,c4,base,20,right,40,90,20,60,20,right,20,40,left,0.4,4.649700407073399,False
