Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario42,0,1,1,2,0.2,40,20,0,0,20,60,80
scenario43,0,1,2,0,0.6,20,100,60,60,0,60,100
scenario44,1,0,2,0,0.4,20,100,80,60,100,20,40
scenario45,2,1,0,1,1,0,80,60,60,60,20,20
scenario46,2,0,1,0,0.4,100,80,100,40,80,60,0
scenario47,1,2,0,2,0.6,40,20,20,80,40,0,0
scenario48,0,1,2,1,0.2,0,40,0,20,80,80,80
scenario49,1,0,2,0,0.8,20,20,60,20,80,100,60
scenario50,0,1,2,1,0.4,20,80,20,20,60,40,80
scenario51,2,0,1,0,0.1,60,20,40,40,0,80,20
scenario52,2,0,0,1,0.1,60,20,60,100,40,0,40
scenario53,2,0,1,0,0.4,40,60,80,20,0,60,60
scenario54,0,2,1,2,1,0,0,100,100,20,100,100
scenario55,1,2,0,2,0.8,40,0,100,40,60,40,60
scenario56,1,2,0,1,0.2,80,40,40,0,0,60,40
scenario57,0,1,1,2,0.6,80,40,80,40,60,80,100
scenario58,1,2,0,2,0.1,80,100,0,0,60,40,0
scenario59,2,0,1,0,1,60,0,40,0,100,0,40
scenario60,0,1,1,2,0.8,60,20,0,60,40,20,0
scenario61,2,0,0,1,0.2,100,60,40,0,60,80,60
scenario62,0,1,1,2,0.8,100,80,80,0,0,100,80
scenario63,0,1,2,1,0.8,40,0,20,0,100,20,20
scenario64,1,2,0,2,0.6,20,0,0,20,20,80,20
scenario65,1,2,2,0,1,80,20,100,20,100,40,80
scenario66,1,2,2,0,1,60,80,100,80,40,20,80
scenario67,2,0,0,1,0.4,20,20,80,80,60,100,20
scenario68,2,0,1,0,0.1,40,40,60,20,100,20,100
scenario69,2,0,1,0,0.2,80,0,20,100,60,0,80
scenario70,1,0,2,0,0.8,100,40,0,40,0,20,60
scenario71,1,2,0,2,0.6,80,0,40,60,40,40,20
scenario72,2,0,1,2,0.6,100,20,100,100,60,100,0
scenario73,0,1,2,0,0.8,0,60,0,100,40,40,40
scenario74,1,2,2,0,0.8,40,0,40,100,40,60,100
scenario75,1,2,0,2,0.1,60,80,40,80,20,100,0
scenario76,0,1,2,1,0.6,80,80,100,60,60,0,40
scenario77,0,1,2,1,0.2,80,100,20,80,100,40,60
scenario78,2,0,1,2,0.2,20,100,40,60,20,0,60
scenario79,2,0,1,0,0.1,0,80,20,80,100,60,40
scenario80,2,0,1,0,0.2,80,20,0,60,100,80,100
scenario81,1,2,0,2,1,0,100,40,60,100,60,0
scenario82,2,0,1,0,1,20,20,20,100,80,20,20
scenario83,1,2,0,2,0.6,20,100,40,40,60,20,80
scenario84,2,1,0,1,1,20,40,40,80,100,80,100
scenario85,0,2,1,2,0.4,60,100,60,0,60,60,60
scenario86,0,1,2,1,0.1,40,40,100,80,60,60,80
scenario87,1,2,0,2,0.4,80,20,80,0,80,80,40
scenario88,2,0,1,0,0.4,100,60,80,100,20,40,20
scenario89,0,1,2,1,0.4,60,80,0,40,20,0,40
scenario90,0,1,2,1,0.8,100,40,20,80,80,0,40
scenario91,2,1,0,1,0.8,20,40,20,40,40,100,0
scenario92,0,1,2,1,0.8,60,20,20,100,20,80,60
scenario93,2,1,0,1,1,100,60,80,60,40,40,100
scenario94,1,2,0,2,0.1,20,40,100,20,40,40,20
scenario95,0,1,2,1,0.2,0,0,60,80,0,100,100
scenario96,0,2,1,2,0.8,80,100,100,20,0,20,20
scenario97,0,2,1,2,0.2,100,60,80,80,100,20,0
scenario98,1,0,2,0,0.6,0,0,80,40,40,60,80
scenario99,1,2,0,2,1,80,40,60,40,20,40,40
scenario100,1,2,2,0,0.2,100,100,40,20,0,40,80
scenario101,2,0,1,0,0.2,0,40,100,40,0,0,20
scenario102,0,1,2,1,1,80,80,100,0,80,80,20
scenario103,0,1,2,0,0.2,100,20,80,40,80,0,100
scenario104,0,1,1,2,1,60,60,60,20,60,80,40
scenario105,2,0,0,1,1,0,20,40,20,40,60,60
scenario106,1,0,2,0,0.1,0,20,0,0,100,100,0
scenario107,1,2,2,0,0.4,100,20,20,20,60,60,100
scenario108,0,1,2,1,0.8,80,100,40,40,80,80,80
scenario109,0,1,2,0,0.2,40,80,60,0,60,0,0
scenario110,0,2,1,2,0.2,0,20,80,60,60,40,40
scenario111,2,0,0,1,0.6,60,100,100,100,100,60,20
scenario112,1,2,0,2,0.1,40,60,60,60,0,40,60
scenario113,1,2,0,2,0.8,40,80,80,20,100,0,40
scenario114,0,1,1,2,0.1,100,60,40,0,40,0,80
scenario115,1,2,0,1,0.6,100,40,20,60,100,100,60
scenario116,1,0,2,0,0.6,40,80,80,80,20,80,20
scenario117,2,1,0,1,0.1,60,0,0,20,80,60,0
scenario118,2,1,0,1,0.4,80,60,20,100,0,20,100
scenario119,1,2,0,1,0.2,20,20,60,80,40,80,80
scenario120,0,2,1,2,0.8,100,60,40,40,100,100,20
scenario121,0,1,2,0,0.6,0,60,100,80,20,0,60
scenario122,2,0,1,0,0.4,20,40,60,0,80,0,80
scenario123,2,0,1,0,1,40,100,20,60,40,80,40
scenario124,0,1,2,1,0.4,80,0,60,20,80,40,100
scenario125,1,0,2,0,0.8,40,0,0,60,20,0,80
scenario126,2,0,0,1,0.1,20,60,0,20,20,100,100
scenario127,1,2,0,1,0.4,40,20,0,20,20,40,60
scenario128,1,2,0,2,0.1,60,0,80,0,40,80,100
scenario129,0,1,1,2,0.4,0,80,40,40,20,60,20
scenario130,0,1,2,0,1,60,100,80,100,0,100,40
scenario131,1,2,2,0,0.6,0,20,100,80,80,40,100
scenario132,2,0,1,0,0.1,60,80,80,100,60,20,60
scenario133,2,0,1,0,0.6,60,0,60,100,0,40,80
scenario134,2,0,1,2,0.1,100,0,0,40,100,40,100
scenario135,0,1,2,1,0.1,0,60,20,20,100,80,20
scenario136,0,1,2,1,0.4,40,100,0,100,0,80,0
scenario137,0,2,1,2,1,40,100,60,80,80,60,0
scenario138,2,1,0,1,0.6,100,0,0,0,60,20,40
scenario139,0,1,2,1,0.6,60,100,80,20,80,80,60
scenario140,2,0,1,0,0.1,80,20,80,60,80,20,80
scenario141,1,0,2,0,0.1,80,40,100,100,20,60,0
scenario142,1,0,2,0,1,40,100,100,60,60,100,60
scenario143,2,1,0,1,1,80,0,80,80,0,0,60
scenario144,2,0,0,1,0.2,0,100,100,0,80,20,0
scenario145,2,0,1,2,0.4,0,40,20,60,40,0,100
scenario146,2,0,1,2,0.4,60,40,100,60,20,20,20
scenario147,1,2,0,1,0.8,0,60,100,60,40,80,0
scenario148,1,0,2,0,0.8,100,80,40,60,80,40,0
scenario149,0,1,2,1,0.1,100,80,20,40,40,20,20
scenario150,2,1,0,1,0.2,20,60,20,60,60,60,0
scenario151,2,0,0,1,0.8,60,80,0,80,60,40,20
scenario152,1,2,2,0,0.6,80,40,60,80,60,20,40
scenario153,2,1,0,1,0.6,0,100,60,60,20,100,80
scenario154,2,0,1,0,0.6,60,80,20,0,0,60,100
scenario155,0,1,1,2,0.8,80,20,60,80,40,60,20
scenario156,1,2,0,2,0.2,60,100,0,40,100,100,40
scenario157,0,2,1,2,1,40,80,40,100,80,0,60
scenario158,1,2,0,2,0.2,20,0,100,20,100,100,80
scenario159,1,2,0,1,0.8,60,60,40,100,0,0,0
scenario160,0,1,1,2,0.1,100,40,100,0,0,80,60
scenario161,1,2,2,0,1,0,60,100,0,0,60,80
scenario162,1,2,0,1,0.1,0,60,60,40,60,60,100
scenario163,2,0,1,0,0.1,40,0,20,0,80,100,40
scenario164,0,1,1,2,1,60,0,20,40,100,20,0
scenario165,1,2,0,2,0.1,80,0,100,40,80,100,20
scenario166,2,0,0,1,1,80,60,0,100,80,100,0
scenario167,2,0,1,0,0.6,100,80,0,100,40,80,80
scenario168,0,2,1,2,0.8,40,60,0,80,0,80,100
scenario169,2,0,0,1,0.2,60,40,60,0,100,100,20
scenario170,1,2,2,0,0.4,0,0,40,80,80,0,20
scenario171,0,1,2,1,0.4,20,20,100,40,20,40,0
scenario172,0,1,2,1,0.8,20,0,80,40,20,100,40
scenario173,2,0,1,2,0.6,80,20,0,40,100,60,60
scenario174,2,0,1,0,0.4,100,100,100,80,100,0,0
scenario175,1,2,0,2,0.8,0,40,80,20,20,20,60
scenario176,2,0,1,0,0.1,100,100,0,60,60,0,20
scenario177,0,1,1,2,1,40,100,80,20,60,20,0
scenario178,1,0,2,0,1,100,60,100,100,100,20,40
scenario179,0,1,2,1,0.1,0,80,100,20,0,0,100
scenario180,1,2,0,2,0.4,20,60,60,0,0,20,20
scenario181,2,0,1,0,0.2,100,0,20,40,20,80,40
scenario182,1,2,0,2,0.4,20,80,40,80,40,60,40
scenario183,1,2,0,2,0.2,80,80,20,20,40,100,40
scenario184,1,2,2,0,0.4,40,80,40,0,20,20,40
scenario185,1,0,2,0,0.2,60,100,80,80,20,60,100
scenario186,0,1,2,1,0.6,100,20,40,60,0,100,100
scenario187,0,1,2,0,0.2,100,20,100,0,60,40,20
scenario188,2,0,1,0,0.2,40,40,20,60,0,20,80
scenario189,0,1,2,0,0.1,20,80,60,100,100,100,20
scenario190,2,0,0,1,0.8,20,40,60,100,60,40,40
scenario191,0,1,2,1,0.6,20,40,80,0,40,60,0
scenario192,1,2,0,2,0.4,40,20,100,40,40,20,100
scenario193,2,0,1,2,1,20,20,0,80,0,0,40
scenario194,1,2,2,0,0.8,80,100,0,0,40,0,60
scenario195,2,0,1,0,0.4,40,100,100,100,40,100,80
scenario196,2,0,1,0,0.6,80,20,40,20,80,0,0
scenario197,1,2,0,2,0.6,60,40,0,100,60,0,100
scenario198,0,1,2,1,1,80,0,60,100,40,80,60
scenario199,2,0,1,0,0.1,80,60,0,20,20,20,80
scenario200,1,2,0,2,0.4,80,80,0,60,0,40,80
scenario201,1,2,2,0,0.6,80,60,60,40,0,100,0
scenario202,1,2,0,2,0.1,60,80,100,60,100,80,80
scenario203,1,2,0,1,0.2,20,80,80,100,80,40,100
scenario204,2,0,1,2,0.2,40,0,40,20,60,80,20
scenario205,1,0,2,0,0.2,60,60,20,20,100,0,60
scenario206,1,2,0,2,0.8,100,0,60,60,80,20,60
scenario207,2,0,1,0,0.1,20,80,20,0,20,100,60
scenario208,1,2,0,2,0.6,40,80,60,20,80,60,80
scenario209,0,1,2,1,1,60,40,40,40,60,40,20
scenario210,1,2,0,1,0.4,60,20,40,100,100,60,80
scenario211,1,2,0,2,0.1,0,0,20,100,100,20,80
scenario212,0,2,1,2,0.6,20,100,20,0,100,80,0
scenario213,1,2,2,0,0.1,80,100,0,80,0,80,40
scenario214,1,0,2,0,0.6,40,40,80,0,0,40,100
scenario215,0,1,2,1,1,80,20,20,0,60,20,60
scenario216,0,1,1,2,0.8,40,40,0,60,80,100,100
scenario217,0,1,2,1,1,20,100,0,20,40,0,100
scenario218,0,1,2,0,0.4,60,0,40,40,20,100,60
scenario219,0,1,2,1,0.6,40,0,40,80,100,40,80
scenario220,1,2,0,2,0.4,100,0,80,100,60,60,40
scenario221,2,0,1,0,0.8,0,100,60,0,100,40,40
scenario222,1,2,0,1,1,40,20,20,60,20,0,20
scenario223,0,2,1,2,0.6,60,100,40,0,40,100,20
scenario224,2,0,1,0,0.2,20,100,60,100,20,20,0
scenario225,1,2,0,2,0.8,20,40,20,60,0,80,20
scenario226,2,0,1,2,0.8,100,40,40,80,60,60,60
scenario227,2,1,0,1,0.4,60,60,80,40,40,20,60
scenario228,1,2,0,1,0.8,80,0,60,0,60,100,80
scenario229,1,0,2,0,0.6,20,100,40,100,80,40,40
scenario230,2,0,1,0,1,60,40,0,60,40,60,40
scenario231,2,0,1,0,0.6,40,60,0,60,100,20,0
scenario232,1,0,2,0,0.8,80,60,40,80,60,20,100
scenario233,1,2,0,1,0.4,40,40,80,40,100,0,80
scenario234,0,2,1,2,0.1,20,100,100,60,60,80,100
scenario235,0,2,1,2,1,60,60,20,80,40,100,80
scenario236,2,0,1,2,0.4,0,60,80,100,60,80,80
scenario237,1,2,0,2,0.1,100,100,60,40,80,0,60
scenario238,0,1,2,1,0.2,60,0,100,60,40,40,0
scenario239,2,0,1,2,0.4,0,100,20,20,20,40,0
scenario240,2,0,1,0,0.2,60,40,80,80,80,80,0
scenario241,1,2,0,2,0.4,0,100,20,40,0,0,60
scenario242,0,1,2,1,0.2,60,20,100,20,80,60,60
scenario243,0,1,2,1,0.6,20,0,20,80,20,20,100
scenario244,1,0,2,0,0.6,40,20,60,0,60,80,100
scenario245,1,2,0,1,0.2,40,40,100,80,80,100,40
scenario246,1,2,0,2,0.8,0,20,80,100,0,60,0
scenario247,2,0,1,0,1,20,80,80,60,20,60,80
scenario248,1,2,2,0,0.4,60,40,0,20,0,100,20
scenario249,1,2,0,2,0.2,100,40,0,80,20,0,0
scenario250,2,0,1,0,0.8,80,20,20,100,0,40,40
scenario251,1,2,0,2,0.2,100,80,60,20,40,20,0
scenario252,1,2,0,2,0.6,40,40,100,0,20,80,80
scenario253,1,2,0,2,0.1,100,20,100,60,20,60,40
scenario254,2,0,0,1,0.8,20,100,80,60,0,100,0
scenario255,2,1,0,1,0.4,40,40,40,60,60,20,0
scenario256,0,1,2,1,1,0,80,0,40,80,20,40
scenario257,0,1,2,0,0.8,20,40,100,100,100,60,60
scenario258,0,1,1,2,0.8,60,20,20,40,60,100,80
scenario259,2,1,0,1,0.4,100,80,40,80,0,40,40
scenario260,1,2,0,1,0.6,60,60,20,80,60,60,20
scenario261,0,2,1,2,0.2,20,0,0,100,80,60,20
scenario262,2,0,1,0,1,100,0,20,20,40,60,60
scenario263,2,0,1,0,0.2,100,80,60,20,20,40,60
scenario264,0,1,2,1,0.1,40,60,0,100,40,0,20
scenario265,1,2,0,2,0.2,40,60,20,100,60,40,40
scenario266,2,0,1,0,0.1,100,100,80,80,40,40,80
scenario267,0,1,2,1,0.1,40,0,60,40,20,80,80
scenario268,1,2,0,2,0.8,100,80,100,0,100,60,100
scenario269,2,0,1,0,1,80,100,0,0,60,60,100
scenario270,2,0,1,0,0.8,80,40,80,20,40,40,80
scenario271,2,0,1,2,0.2,20,80,40,40,60,60,100
scenario272,0,1,2,0,0.4,0,60,20,60,80,100,40
scenario273,1,2,0,1,1,20,40,0,0,100,40,80
scenario274,0,1,2,1,0.8,0,20,100,40,100,80,40
scenario275,2,0,0,1,1,40,20,80,0,100,0,60
scenario276,0,1,1,2,0.8,60,100,20,60,100,40,100
scenario277,1,2,0,2,0.4,80,60,0,80,80,100,60
scenario278,1,0,2,0,1,20,0,40,20,80,100,0
scenario279,1,2,2,0,1,100,80,40,40,60,0,80
scenario280,1,2,0,2,0.6,80,60,80,0,100,20,20
scenario281,1,2,2,0,1,80,80,80,40,40,0,20
scenario282,2,0,1,0,0.2,0,40,40,100,40,20,0
scenario283,1,2,0,2,0.1,20,100,20,40,0,60,80
scenario284,0,1,2,0,0.1,80,80,20,80,0,20,0
scenario285,2,1,0,1,0.6,40,0,100,100,0,0,20
scenario286,2,0,1,0,0.2,0,60,40,0,20,80,100
scenario287,1,2,2,0,0.6,80,20,80,100,40,100,100
scenario288,0,1,2,0,0.8,100,80,80,20,60,80,100
scenario289,2,0,1,0,0.4,20,20,0,20,100,60,40
scenario290,0,1,2,0,0.4,0,0,0,60,60,80,60
scenario291,0,1,2,1,0.1,20,20,40,60,60,40,100
scenario292,2,0,1,0,0.2,100,40,60,60,60,60,80
scenario293,2,0,1,0,0.2,60,80,20,60,80,100,80
scenario294,0,2,1,2,0.2,0,80,0,0,40,100,80
scenario295,0,1,2,0,0.8,100,100,100,80,100,100,80
scenario296,2,0,0,1,1,40,60,60,80,20,40,0
scenario297,1,2,0,2,0.6,20,40,40,40,80,0,20
scenario298,0,1,2,1,0.6,100,80,0,20,60,100,60
scenario299,0,2,1,2,0.1,0,0,60,80,40,0,60
scenario300,0,1,2,0,0.1,40,80,0,40,80,40,0
scenario301,1,2,0,2,0.8,60,80,60,40,0,20,40
scenario302,0,1,2,1,0.6,60,60,80,60,100,0,80
scenario303,2,0,1,2,1,60,20,40,60,0,40,60
scenario304,1,2,0,2,1,20,0,60,100,100,0,100
scenario305,2,0,1,0,0.4,0,40,60,100,80,80,40
scenario306,1,0,2,0,0.4,100,0,20,0,80,20,80
scenario307,2,0,1,2,0.6,80,60,20,0,20,60,40
scenario308,1,2,2,0,1,0,100,0,40,40,80,20
scenario309,1,0,2,0,1,40,80,100,20,100,80,0
scenario310,2,1,0,1,1,100,100,60,0,0,0,80
scenario311,1,2,0,2,0.8,0,0,60,20,0,80,0
scenario312,0,1,2,1,0.6,100,40,80,20,40,40,40
scenario313,1,2,0,1,0.6,20,80,40,100,0,80,60
scenario314,1,2,0,2,0.2,100,20,20,100,0,100,0
scenario315,2,0,1,0,0.8,80,40,20,20,80,60,0
scenario316,2,0,0,1,0.8,0,60,40,0,80,40,80
scenario317,1,0,2,0,0.1,60,60,0,0,80,40,0
scenario318,1,2,0,2,0.2,40,60,100,20,60,100,80
scenario319,1,2,0,2,0.8,40,100,60,100,20,60,40
scenario320,2,0,1,0,1,60,40,100,40,80,60,100
scenario321,0,1,2,1,0.8,60,100,100,80,60,0,0
scenario322,1,2,0,2,1,0,20,80,80,20,100,40
scenario323,0,1,2,1,0.4,80,0,100,20,60,20,60
scenario324,2,1,0,1,0.1,60,40,40,100,80,100,80
scenario325,2,0,1,0,0.6,100,40,20,100,20,60,20
scenario326,2,0,1,0,0.4,20,0,100,0,0,40,40
scenario327,0,1,2,0,0.8,0,20,0,40,60,0,0
scenario328,0,2,1,2,0.4,20,80,100,100,40,40,60
scenario329,1,0,2,0,0.8,20,100,100,60,80,0,20
scenario330,2,0,0,1,0.4,40,80,100,60,20,100,100
scenario331,2,0,1,0,0.1,80,0,40,60,100,60,20
scenario332,1,0,2,0,0.6,20,60,80,40,80,80,100
scenario333,2,0,1,0,0.6,40,100,80,20,100,100,100
scenario334,1,2,0,2,0.1,0,0,20,60,0,40,20
scenario335,2,1,0,1,1,0,100,0,100,20,60,60
scenario336,1,0,2,0,0.4,80,20,60,60,20,80,20
scenario337,2,1,0,1,0.2,80,80,60,100,100,20,40
scenario338,0,1,2,0,0.8,0,80,40,100,60,100,20
scenario339,0,1,2,1,0.1,60,60,80,20,80,100,40
scenario340,1,2,0,2,1,60,20,80,0,20,20,100
scenario341,2,0,1,0,0.2,100,40,60,80,40,40,100
scenario342,1,2,0,2,0.8,60,100,60,20,20,20,80
scenario343,0,1,2,1,0.4,100,60,0,0,0,60,0
scenario344,1,2,0,2,1,100,0,60,100,60,100,20
scenario345,2,0,1,0,0.8,40,60,20,20,40,40,60
scenario346,0,1,2,1,0.1,40,100,100,0,40,20,40
scenario347,2,0,1,0,0.2,20,100,0,80,60,20,60
scenario348,1,2,0,1,1,80,40,60,60,100,0,0
scenario349,2,0,1,0,0.1,40,20,80,20,100,60,20
scenario350,2,0,1,0,0.2,0,80,40,80,100,60,20
scenario351,0,2,1,2,0.1,100,40,80,20,100,0,60
scenario352,2,0,1,0,0.1,20,60,40,60,40,20,0
scenario353,0,1,2,1,0.4,40,0,0,0,40,100,0
scenario354,2,0,1,0,0.8,60,0,0,0,100,80,0
scenario355,0,1,2,0,0.4,40,100,20,0,80,60,20
scenario356,1,2,0,2,0.1,60,40,20,0,60,60,40
scenario357,2,1,0,1,0.2,80,60,100,0,40,0,100
scenario358,1,2,0,2,0.8,20,80,20,100,40,0,100
scenario359,2,0,1,0,0.6,100,20,60,80,100,20,80
scenario360,0,1,2,0,0.2,40,100,40,100,100,0,100
scenario361,0,1,1,2,1,40,40,0,0,100,100,20
scenario362,1,2,0,2,1,60,0,100,80,60,40,40
scenario363,0,1,2,0,0.4,80,60,100,40,100,40,20
scenario364,2,0,1,0,0.6,0,0,100,80,0,80,80
scenario365,0,1,2,1,0.4,100,80,80,80,100,80,100
scenario366,2,0,1,0,0.4,80,100,20,80,20,80,80
scenario367,1,2,0,2,0.6,0,0,80,0,80,60,100
scenario368,1,2,0,2,0.6,40,20,0,100,60,40,60
scenario369,1,2,0,2,0.6,0,20,20,100,100,0,20
scenario370,0,1,2,0,0.2,100,20,0,80,80,20,20
scenario371,1,2,0,1,0.4,0,100,20,40,60,100,0
scenario372,1,2,0,2,0.8,20,40,60,0,80,20,60
scenario373,2,0,0,1,0.4,60,60,0,20,60,0,80
scenario374,1,2,2,0,0.6,0,20,40,20,20,0,40
scenario375,1,2,2,0,0.2,60,0,80,20,0,20,20
scenario376,1,0,2,0,0.1,80,20,20,100,20,0,100
scenario377,2,0,1,0,0.2,20,0,80,0,60,40,60
scenario378,2,0,1,2,0.4,60,80,20,80,80,80,60
scenario379,0,1,2,0,0.6,100,0,40,40,0,20,0
scenario380,2,0,0,1,0.6,20,100,20,0,100,0,40
scenario381,1,2,0,1,0.6,20,20,60,0,40,100,80
scenario382,1,2,0,2,0.8,0,60,80,100,80,20,100
scenario383,0,1,1,2,0.6,0,40,40,60,100,80,40
scenario384,0,1,2,0,0.2,0,60,0,40,0,100,60
scenario385,2,0,1,0,0.1,80,100,40,80,80,100,20
scenario386,1,2,0,2,0.8,80,0,80,80,100,100,40
scenario387,2,0,1,0,1,80,80,40,100,20,40,60
scenario388,1,2,0,1,0.8,40,0,40,20,100,100,40
scenario389,2,0,1,0,0.1,60,0,60,60,60,100,100
scenario390,2,0,1,0,0.8,100,100,100,40,40,60,0
scenario391,0,1,1,2,0.1,80,40,40,60,40,100,80
scenario392,2,1,0,1,0.8,40,0,60,60,20,60,0
scenario393,0,1,2,1,0.2,100,0,100,60,20,80,20
scenario394,1,2,0,2,0.6,100,100,20,60,80,20,100
scenario395,0,2,1,2,0.8,20,80,0,20,20,60,60
scenario396,0,1,2,1,0.4,100,20,20,0,40,40,60
scenario397,0,2,1,2,1,80,100,80,60,0,80,0
scenario398,0,1,2,1,0.4,100,40,80,60,100,60,60
scenario399,2,0,1,2,0.2,0,100,80,40,20,40,80
scenario400,2,0,1,2,0.2,60,60,60,100,80,0,40
scenario401,2,0,1,0,0.6,60,80,100,40,60,20,40
scenario402,0,1,2,1,0.1,60,60,80,40,0,40,40
scenario403,1,2,0,2,0.6,60,20,0,80,100,100,0
scenario404,1,0,2,0,0.2,40,20,40,20,80,20,20
scenario405,1,2,2,0,0.8,40,20,60,60,60,40,40
scenario406,2,0,0,1,1,20,80,100,100,80,60,0
scenario407,1,0,2,0,0.2,60,80,80,0,60,0,20
scenario408,2,0,1,0,0.8,80,60,80,60,40,60,80
scenario409,0,2,1,2,0.8,20,40,100,80,20,100,20
scenario410,0,1,2,1,0.6,100,60,60,100,40,20,60
scenario411,0,1,1,2,0.1,0,100,100,100,60,40,40
scenario412,2,0,1,0,0.2,100,40,40,40,20,100,100
scenario413,2,0,1,0,0.4,40,80,60,80,40,100,20
scenario414,1,2,0,2,0.1,80,40,60,40,40,80,0
scenario415,2,1,0,1,1,40,40,80,20,0,20,40
scenario416,0,2,1,2,0.4,20,80,0,20,100,20,100
scenario417,0,1,2,1,0.2,0,40,20,80,100,60,100
scenario418,1,2,0,1,0.6,80,0,0,60,20,40,0
scenario419,1,2,2,0,0.2,80,40,20,40,80,40,20
scenario420,0,1,1,2,0.4,20,20,60,40,100,80,0
scenario421,0,1,2,1,0.4,0,80,40,0,0,40,0
scenario422,1,2,0,2,0.2,60,40,0,20,40,40,60
scenario423,1,2,0,2,0.8,60,100,100,40,0,100,100
scenario424,2,0,1,0,0.1,40,20,60,0,0,100,60
scenario425,0,1,2,0,0.2,80,100,60,100,60,80,20
scenario426,0,1,2,1,0.1,100,40,100,60,0,40,0
scenario427,0,1,2,1,0.8,100,20,80,100,40,0,80
scenario428,0,1,2,1,1,0,80,100,20,20,0,20
scenario429,1,0,2,0,1,100,20,100,40,80,100,80
scenario430,2,0,1,2,0.8,60,60,20,0,20,20,80
scenario431,1,2,0,1,0.1,40,40,0,100,80,20,0
scenario432,2,0,1,2,0.1,100,100,0,20,100,100,0
scenario433,0,1,2,1,0.2,20,40,0,100,100,80,0
scenario434,2,0,1,0,0.2,0,0,40,40,40,60,40
scenario435,0,1,2,1,0.2,100,60,20,60,0,40,40
scenario436,0,1,2,1,0.4,80,0,100,80,100,60,60
scenario437,2,1,0,1,0.1,80,40,100,100,0,60,60
scenario438,2,0,1,0,0.4,0,100,40,0,60,40,100
scenario439,0,1,2,1,0.6,100,0,0,40,80,0,0
scenario440,2,0,0,1,0.6,40,20,100,20,60,80,60
scenario441,1,2,0,2,0.6,20,0,0,60,100,100,0
scenario442,2,0,1,0,0.6,0,100,0,40,0,40,80
scenario443,0,1,2,0,0.1,0,20,60,80,80,40,100
scenario444,1,2,2,0,1,40,60,40,0,40,20,20
scenario445,1,2,0,1,0.1,40,0,0,0,20,40,40
scenario446,2,1,0,1,0.4,20,20,80,80,20,40,0
scenario447,1,2,0,2,1,100,100,20,80,40,40,0
scenario448,1,0,2,0,0.6,0,80,20,20,60,60,60
scenario449,2,0,1,0,0.8,40,100,40,80,0,0,80
scenario450,1,2,0,1,0.1,80,0,100,100,40,20,0
scenario451,0,2,1,2,0.2,0,80,20,0,60,100,40
scenario452,0,2,1,2,0.6,60,0,0,80,80,100,40
