Instances,feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
scenario43,0,left,1.0,20,20,40,40,40,40,100,0,1.113736051686293,22.430755138397217,0
scenario44,-60,right,0.2,0,0,80,60,80,100,20,0,0.9661398044167112,25.80324959754944,0
scenario45,30,left,0.6,0,0,0,40,100,80,100,0,1.0794973747587835,22.00088620185852,0
scenario46,60,left,0.4,20,0,100,20,60,100,0,0,1.1808318040162356,21.73994755744934,0
scenario47,-60,right,0.6,40,40,60,0,100,0,80,0,5.116396055856203,61.30877733230591,0
scenario48,-90,right,0.2,20,0,80,40,20,20,40,0,0.7410968093103962,26.99421858787537,0
scenario49,-60,right,0.4,40,100,40,40,40,80,40,0,0.7989435317602414,26.89703226089477,0
scenario50,0,left,1.0,100,60,0,100,60,60,20,0,1.1172561696271743,22.639063358306885,0
scenario51,-60,right,0.2,60,60,20,0,60,80,60,0,0.9482909030018662,26.966611862182617,0
scenario52,90,right,0.4,60,100,80,100,0,100,0,0,0.7986959148780965,26.1511652469635,0
scenario53,60,right,0.1,80,80,20,60,0,40,80,0,0.9020366270844844,26.193542957305908,0
scenario54,30,right,0.2,80,40,60,80,40,0,100,0,0.8536935441512276,26.34794235229492,0
scenario55,-30,left,1.0,40,20,0,20,40,20,60,0,1.1979551358066194,24.737061977386475,0
scenario56,60,left,0.1,40,80,100,40,80,100,100,0,1.2109934341354756,22.006405115127563,0
scenario57,90,right,0.2,0,40,20,80,100,40,0,0,0.8238213054979029,26.30529260635376,0
scenario58,0,right,0.4,20,60,40,0,0,100,80,0,0.8553851050585105,27.3148512840271,0
scenario59,90,left,0.1,0,100,80,20,20,60,40,0,1.1604303930696085,21.909098625183105,0
scenario60,90,left,0.6,20,100,40,0,80,60,20,0,1.102354022019107,22.007140159606934,0
scenario61,90,right,0.2,80,0,100,20,0,20,20,0,0.8204902654938241,26.19842004776001,0
scenario62,-30,right,1.0,60,80,40,60,100,60,40,0,0.9537858004139034,27.136311292648315,0
scenario63,30,left,1.0,60,80,60,80,20,40,20,0,1.169696342655926,21.894936323165894,0
scenario64,90,right,1.0,40,40,80,100,80,80,60,0,0.7565039243571807,26.3699324131012,0
scenario65,30,left,0.4,80,40,0,60,60,40,40,0,1.2222365890450957,21.92944979667664,0
scenario66,30,left,0.2,20,60,0,20,100,40,80,0,1.0597566360675417,21.989352464675903,0
scenario67,30,left,0.8,80,0,80,60,100,0,0,0,1.212005239960087,22.45035743713379,0
scenario68,-90,left,0.8,20,0,100,80,60,40,100,0,1.117755589002615,22.33996152877808,0
scenario69,60,left,0.8,40,40,40,40,60,20,0,0,1.0661289163168108,21.752985954284668,0
scenario70,-30,right,0.1,60,40,100,0,20,20,80,0,0.8172259038881503,26.96062445640564,0
scenario71,60,left,0.8,20,100,60,100,20,80,80,0,1.0828101781173451,21.88962244987488,0
scenario72,-30,right,0.6,20,100,100,40,0,40,60,0,0.8665795986708907,26.95732355117798,0
scenario73,60,left,0.6,60,100,20,20,40,0,40,0,1.1729872899911775,21.821611642837524,0
scenario74,30,right,0.4,100,60,100,40,80,0,20,0,0.8673568108585109,26.41258215904236,0
scenario75,90,left,0.8,100,20,0,40,20,0,100,0,1.0690146655122703,22.00352096557617,0
scenario76,60,right,0.6,0,80,40,60,40,20,20,0,0.757781339283977,26.2820143699646,0
scenario77,-90,right,0.6,100,0,80,100,40,80,80,0,0.876785611422156,26.77716875076294,0
scenario78,-90,right,1.0,80,0,0,0,40,100,0,0,0.778388077825019,26.989415645599365,0
scenario79,60,right,1.0,100,20,20,80,100,60,100,0,0.8899914860261513,26.64062023162841,0
scenario80,60,right,0.8,20,20,80,80,40,100,60,0,0.878285632617209,26.36830711364746,0
scenario81,-60,left,0.2,80,20,20,100,80,60,40,0,1.0481312928623931,22.471787691116333,0
scenario82,-60,left,0.1,100,60,20,60,100,100,0,0,1.050326857917165,22.320178031921387,0
scenario83,90,left,0.8,60,0,80,0,60,40,80,0,1.166888487352275,21.837214946746823,0
scenario84,-30,right,0.4,60,80,0,40,60,80,80,0,0.8617858709415419,27.02774429321289,0
scenario85,90,left,0.1,40,60,60,100,0,40,100,0,1.11612414936286,21.955186128616333,0
scenario86,30,left,0.8,40,100,0,20,0,100,20,0,1.140086269920738,21.97587537765503,0
scenario87,-90,right,0.4,0,80,20,20,20,80,60,0,0.8933016410777845,26.912554502487183,0
scenario88,30,left,0.6,0,20,60,0,0,40,0,0,1.067828179771173,21.886290550231934,0
scenario89,-30,right,0.2,20,40,60,100,60,100,100,0,4.960842664208651,61.397812604904175,0
scenario90,-60,left,1.0,80,100,100,60,20,0,60,0,1.03831938009145,22.42546939849853,0
scenario91,-30,left,0.1,100,80,80,0,80,80,40,0,1.0309160480213726,22.21433591842652,0
scenario92,-90,left,0.1,80,80,40,100,100,0,20,0,1.0359932258238682,22.34017562866211,0
scenario93,30,left,0.2,0,60,40,40,40,60,60,0,1.0749447955521458,22.080078840255737,0
scenario94,-90,left,0.1,60,40,20,80,60,100,40,0,1.00684126730289,22.522728443145752,0
scenario95,90,right,0.4,80,40,20,60,40,60,20,0,0.7377697157256572,26.38684821128845,0
scenario96,-30,left,0.6,60,60,60,40,80,100,0,0,1.109826690173238,22.418089628219604,0
scenario97,0,right,0.2,100,100,80,40,100,0,80,0,0.9562158512983424,27.34277367591858,0
scenario98,90,left,0.4,20,20,100,60,80,20,40,0,1.1873633364348215,21.98260736465454,0
scenario99,0,right,0.8,60,60,40,60,60,0,100,0,0.8150842269332805,27.242668628692627,0
scenario100,-90,left,0.6,20,20,20,0,100,20,100,0,1.0756840416240516,22.2527756690979,0
scenario101,-30,right,0.1,0,40,80,40,60,60,60,0,0.8966842301662274,25.335436820983887,0
scenario102,0,right,0.2,100,40,0,80,80,20,60,0,0.745045115626947,26.9380464553833,0
scenario103,-30,left,0.6,40,0,80,20,0,60,40,0,1.1087342353912433,22.178212881088257,0
scenario104,90,right,0.6,80,20,0,20,20,100,80,0,0.861676259940692,26.21231842041016,0
scenario105,90,left,1.0,100,100,100,80,20,20,0,0,1.1666690117822878,21.85878109931945,0
scenario106,60,right,0.4,0,100,0,80,60,0,20,0,0.9283077045847502,26.45987820625305,0
scenario107,30,right,0.8,100,100,60,0,100,20,40,0,0.9340954810353216,26.492276668548584,0
scenario108,-90,right,0.8,100,60,40,80,20,80,20,0,0.9459513229670448,27.058943510055546,0
scenario109,-60,left,0.6,0,40,100,40,20,60,20,0,1.1681920328387956,22.4953134059906,0
scenario110,-90,left,0.4,100,0,40,0,0,0,60,0,1.085104238410721,22.339380741119385,0
scenario111,-30,left,0.8,40,20,20,100,100,80,0,0,1.0552089392429336,22.5037214756012,0
scenario112,-60,left,1.0,100,0,60,20,80,80,100,0,1.0860254561319107,22.27585363388061,0
scenario113,-60,right,0.6,80,100,80,80,60,80,0,0,0.9041131211790688,26.907034635543823,0
scenario114,30,right,0.2,20,80,100,100,40,100,40,0,0.938210974420376,26.636948347091675,0
scenario115,-60,right,0.1,0,100,0,100,60,20,80,0,0.8056308767401514,26.659324407577515,0
scenario116,90,left,0.6,100,100,80,60,40,100,100,0,1.104228948515475,21.671576499938965,0
scenario117,-90,right,0.2,40,40,60,60,0,80,40,0,0.7715561759107237,26.7996346950531,0
scenario118,-30,right,1.0,80,60,40,80,80,40,80,0,0.8727651739112873,26.83281421661377,0
scenario119,90,right,0.2,40,80,40,20,80,0,0,0,0.930687085061212,26.278332233428955,0
scenario120,-90,left,0.8,60,80,60,20,60,60,80,0,1.0796962347940189,22.31206631660461,0
scenario121,-30,right,0.8,0,40,40,0,40,40,40,0,0.8973775486433369,27.108992338180546,0
scenario122,30,right,0.8,60,20,100,20,20,80,40,0,0.8531120802589977,26.25899577140808,0
scenario123,30,right,0.1,60,0,60,60,0,100,60,0,0.8428028826477235,26.32594084739685,0
scenario124,0,right,0.1,40,100,0,60,20,40,0,0,0.9049438925119536,27.29828929901123,0
scenario125,30,right,0.4,80,80,20,20,100,100,100,0,0.9083246548009336,26.461939811706543,0
scenario126,-60,left,0.8,40,100,60,80,80,60,60,0,1.1299758357226957,24.01092648506165,0
scenario127,-60,left,0.4,60,60,80,20,0,20,60,0,1.112431894483011,22.03116202354431,0
scenario128,60,left,0.2,100,20,40,60,100,80,60,0,1.202802646914617,21.99398684501648,0
scenario129,90,left,0.4,0,0,60,60,100,0,80,0,1.1655224025066555,21.91794919967652,0
scenario130,-30,left,0.1,0,100,60,80,40,100,20,0,2.861643099433392,64.44183325767517,0
scenario131,0,left,1.0,0,80,20,0,60,100,100,0,1.0817649766240598,22.726298093795776,0
scenario132,-60,right,1.0,60,40,0,40,0,40,0,0,0.7704553937271685,27.098556756973267,0
scenario133,0,left,0.1,40,20,100,100,0,0,60,0,1.079361139598866,22.74147629737854,0
scenario134,30,right,0.1,40,60,80,80,100,20,60,0,0.8409142015730089,26.60306453704834,0
scenario135,0,left,0.4,60,0,40,20,100,60,60,0,1.0966931519027023,22.85352635383606,0
scenario136,90,right,0.8,100,80,0,100,0,60,20,0,0.8086005801762834,26.175371646881104,0
scenario137,-90,left,0.2,100,80,100,0,20,100,80,0,1.3598419053056914,66.34550404548645,0
scenario138,-30,left,0.4,80,20,80,100,20,40,20,0,1.029284906873723,22.35121440887451,0
scenario139,90,left,0.4,20,100,60,40,0,60,100,0,1.1145996267193854,22.062843322753903,0
scenario140,30,right,0.4,0,60,20,60,20,20,0,0,0.797056132372088,26.60048508644104,0
scenario141,60,left,0.4,0,40,40,100,0,100,100,0,1.099565311774835,22.21064257621765,0
scenario142,90,left,0.1,100,20,40,40,0,100,40,0,1.2071358496500877,22.05895733833313,0
scenario143,-30,left,0.1,20,80,60,20,20,0,20,0,0.9018685716137724,23.01935315132141,0
scenario144,60,left,0.6,80,60,40,80,100,20,40,0,1.210871154916985,21.854220628738403,0
scenario145,0,right,1.0,0,20,80,0,100,20,20,0,0.9557083241451472,27.385050773620605,0
scenario146,60,right,0.6,100,40,80,20,20,40,100,0,0.7580564876044723,26.34639573097229,0
scenario147,30,left,0.1,80,80,100,40,0,80,0,0,1.1836150714181273,22.296876192092896,0
scenario148,30,left,1.0,100,100,20,100,40,40,0,0,1.2010086755353917,22.163713455200195,0
scenario149,30,right,0.6,20,0,20,80,20,60,80,0,0.9399054856978484,26.437095642089844,0
scenario150,0,left,0.2,60,0,40,100,40,20,0,0,1.164140602991813,22.59929084777832,0
scenario151,30,right,0.6,60,0,0,100,80,0,40,0,0.7974234877354458,26.555010557174683,0
scenario152,30,right,0.4,0,80,100,80,0,60,40,0,0.7634691888941072,26.461897373199463,0
scenario153,30,left,0.4,100,20,0,0,40,80,80,0,1.0962533792730589,21.98272156715393,0
scenario154,60,right,1.0,60,60,0,40,20,100,60,0,0.8625665370167233,26.43375992774964,0
scenario155,-60,right,0.8,100,40,40,60,0,60,80,0,0.7912014493856739,26.94837784767151,0
scenario156,-30,left,0.2,80,20,100,40,60,20,100,0,1.11005221611926,22.45821762084961,0
scenario157,-90,left,0.2,40,0,0,0,20,60,20,0,1.1041952885693471,69.40573859214783,0
scenario158,-60,right,1.0,20,60,80,20,80,40,40,0,0.8720308674629056,26.75146102905273,0
scenario159,30,left,1.0,60,40,20,20,80,60,0,0,1.1433443928449665,21.974441528320312,0
scenario160,-30,right,0.1,100,40,0,0,100,100,20,0,0.9047557191613168,26.94276642799377,0
scenario161,90,left,0.4,80,80,40,80,60,100,60,0,1.194676908842238,21.763455629348755,0
scenario162,0,left,0.2,80,60,20,60,80,80,80,0,1.0478701487721078,22.60396647453308,0
scenario163,0,left,0.6,0,80,80,80,80,0,100,0,1.1404350243005354,22.807387828826904,0
scenario164,-90,right,0.2,60,100,60,0,100,80,0,0,5.256064982362434,69.22113347053528,0
scenario165,-60,left,0.8,0,20,0,20,40,0,0,0,1.0594981485109762,22.284819841384888,0
scenario166,60,left,0.8,0,60,100,0,100,40,0,0,1.0042686431517436,22.20840311050415,0
scenario167,-90,right,0.6,40,20,20,40,60,0,60,0,0.8554217336032423,29.61178183555603,0
scenario168,30,left,0.4,20,0,60,80,80,80,60,0,1.0833306263192426,21.96700692176819,0
scenario169,-60,right,0.2,0,80,60,0,40,40,100,0,1.0333727658073235,25.730753898620605,0
scenario170,90,left,0.6,60,80,100,20,80,40,60,0,1.1461940175935017,22.02535963058472,0
scenario171,90,left,0.6,40,40,100,60,100,20,100,0,1.1934528315374662,22.23984432220459,0
scenario172,0,right,0.2,40,20,100,80,60,40,80,0,0.7352402634673448,26.893350839614868,0
scenario173,-90,left,0.8,40,60,80,0,40,0,40,0,1.0672118627722602,22.28285765647888,0
scenario174,60,left,0.1,100,60,60,40,40,20,80,0,1.1727243546013708,22.024900436401367,0
scenario175,-90,left,0.4,40,20,80,60,60,100,20,0,1.068793068128817,22.389840364456177,0
scenario176,60,right,1.0,40,100,20,0,40,60,80,0,0.8221054993195668,26.27821493148804,0
scenario177,-30,right,1.0,20,100,20,20,60,20,40,0,0.8033074086138262,26.95790147781372,0
scenario178,-60,right,0.2,20,60,20,40,0,0,0,0,0.9125661621578596,27.03016257286072,0
scenario179,-30,left,0.8,0,100,100,100,80,60,80,0,1.0726172358663129,22.64016580581665,0
scenario180,0,left,0.6,60,100,40,40,20,100,20,0,1.0567737117159426,22.276474237442017,0
scenario181,30,left,1.0,20,40,40,0,20,0,60,0,1.0364315067690268,21.80564522743225,0
scenario182,-30,right,1.0,20,0,100,60,40,0,80,0,0.8059234332594212,26.89561653137207,0
scenario183,-90,left,0.2,20,60,20,80,40,20,20,0,1.0376438357797613,22.449020624160767,0
scenario184,-90,right,0.1,0,100,100,60,20,80,100,0,0.7767821377086838,26.77762579917908,0
scenario185,90,right,0.2,20,80,80,20,60,80,20,0,0.9193812352217304,26.276443481445312,0
scenario186,30,right,1.0,40,0,40,40,60,80,80,0,0.8581058439665964,26.33787775039673,0
scenario187,0,left,0.8,80,100,20,60,0,20,40,0,1.1071897693656338,22.61488032341004,0
scenario188,-30,left,0.6,80,0,20,0,0,80,100,0,1.4496327485048102,69.22735857963562,0
scenario189,90,right,0.4,80,60,0,0,80,40,0,0,0.7508870546836558,26.331701040267944,0
scenario190,0,left,0.6,80,40,60,0,60,60,0,0,1.0512891597371432,22.50120735168457,0
scenario191,0,right,1.0,20,80,0,80,100,80,0,0,0.9163421938137616,27.36592411994934,0
scenario192,0,right,1.0,80,20,20,20,80,0,20,0,0.7789003310057969,27.021101236343384,0
scenario193,-30,right,0.8,60,80,20,80,0,0,60,0,0.8216627291950845,26.91278910636902,0
scenario194,0,right,0.8,100,80,20,20,40,40,60,0,0.945188040136292,26.93341588973999,0
scenario195,30,left,0.6,100,20,40,80,60,100,0,0,1.1696309605233115,21.983301877975464,0
scenario196,-60,right,0.1,80,0,60,40,20,40,60,0,0.8265452351497118,26.765202522277832,0
scenario197,60,left,0.4,40,80,60,0,20,100,40,0,1.0817738747442092,22.001105070114136,0
scenario198,-90,left,0.4,40,100,80,80,0,20,80,0,1.0356617908018655,22.359882831573486,0
scenario199,-30,right,0.1,20,60,40,100,100,60,0,0,0.8155109363294668,27.219417810440063,0
scenario200,60,left,0.6,60,40,0,60,80,80,80,0,1.2233573521427612,21.935741424560547,0
scenario201,60,left,1.0,100,80,100,60,60,0,40,0,1.1693205375041589,21.922220706939697,0
scenario202,-60,left,0.1,40,40,20,20,60,40,20,0,1.1470178555978463,22.71959972381592,0
scenario203,0,right,0.4,80,0,0,100,20,80,100,0,0.8843451325549601,27.209930181503296,0
scenario204,0,right,0.1,80,80,0,40,80,60,40,0,0.9529187048485048,26.99495887756348,0
scenario205,0,right,0.8,0,40,100,60,40,100,60,0,0.927809268069176,26.91739249229431,0
scenario206,60,right,0.8,60,40,60,60,80,0,20,0,0.8468226323794841,26.02523398399353,0
scenario207,90,left,0.4,60,40,60,100,20,20,20,0,1.1032442013260173,21.77541875839233,0
scenario208,-90,left,0.6,100,60,60,60,20,0,0,0,1.0979389268567323,22.57321810722351,0
scenario209,-90,right,0.2,0,20,40,100,80,60,100,0,5.041652868808854,71.5633897781372,0
scenario210,0,left,0.6,60,40,20,100,100,40,80,0,1.1087351395991094,22.45918226242065,0
scenario211,30,left,0.2,40,0,100,100,100,80,20,0,1.1826923150557216,21.88448977470398,0
scenario212,30,right,0.8,80,60,60,100,60,100,20,0,0.7901090684092946,26.525658130645752,0
scenario213,-60,right,0.4,80,20,0,60,0,100,100,0,4.842468809203154,70.62597632408142,0
scenario214,-60,left,0.8,0,60,80,100,0,80,80,0,1.015016508122976,22.41145658493042,0
scenario215,0,right,0.6,40,60,60,80,40,60,0,0,0.9573612335948658,27.31143045425415,0
scenario216,-90,left,0.6,80,100,40,100,40,20,60,0,2.949483239595009,71.26664686203003,0
scenario217,90,left,0.1,100,0,0,80,80,60,0,0,1.0890000872927212,21.78281211853028,0
scenario218,0,left,0.8,40,40,40,0,80,80,100,0,1.0807741185000508,22.67355251312256,0
scenario219,-90,left,0.8,80,40,100,40,80,40,20,0,1.0646212761947995,22.50643253326416,0
scenario220,30,left,0.2,40,80,80,40,0,40,40,0,1.1064680197263648,22.03588914871216,0
scenario221,60,right,0.6,40,0,0,0,60,40,60,0,0.8459521747307712,26.26482582092285,0
scenario222,-90,right,1.0,60,20,20,100,20,100,100,0,5.015235689161217,71.04809236526489,0
scenario223,-90,left,0.4,20,80,0,60,100,40,60,0,1.0754706783955237,22.25326371192932,0
scenario224,-90,left,0.6,0,60,40,20,80,100,40,0,1.1748235531450009,70.81372928619385,0
scenario225,-90,right,0.4,60,20,40,20,0,40,20,0,0.7837999184976681,26.73924350738525,0
scenario226,-60,left,0.1,20,0,40,0,60,0,40,0,1.0958291278843932,22.61784768104553,0
scenario227,30,right,0.1,20,40,20,40,40,80,20,0,0.7685565237338482,26.435921669006348,0
scenario228,-60,left,1.0,0,100,0,0,100,60,60,0,1.0229069710736038,22.216472148895264,0
scenario229,90,left,0.1,0,100,20,0,0,0,20,0,1.1885180505073698,21.899066925048828,0
scenario230,-60,right,0.4,80,0,40,0,100,20,0,0,0.7473971665535892,26.5087685585022,0
scenario231,-90,left,1.0,60,60,100,20,100,0,80,0,1.0850355995237355,22.522836923599243,0
scenario232,-60,left,0.1,60,80,60,60,60,20,0,0,1.021681466762166,22.511677742004395,0
scenario233,-60,left,0.2,40,20,40,80,20,20,100,0,1.1074713650575798,22.312631607055664,0
scenario234,-30,right,0.8,0,0,60,60,20,60,100,0,0.8921941916102968,27.091683626174927,0
scenario235,60,left,1.0,0,80,20,100,80,80,0,0,1.1194198487301434,21.924368381500244,0
scenario236,-90,left,0.4,100,20,60,100,40,60,40,0,1.029779865687252,22.453101634979248,0
scenario237,-30,left,0.4,0,0,20,40,100,40,40,0,1.0336561842898924,22.377826929092407,0
scenario238,-30,left,0.2,100,0,20,20,0,100,80,0,1.1977603080587755,70.13353753089905,0
scenario239,-90,left,0.4,60,20,100,40,40,60,0,0,1.0477561281509162,22.33193063735962,0
scenario240,0,left,0.6,40,60,80,20,80,20,0,0,1.059894194522209,22.34725332260132,0
scenario241,0,right,1.0,60,40,80,80,20,0,40,0,1.0502958436623744,27.524187326431274,0
scenario242,0,left,0.1,80,100,60,20,60,80,60,0,1.0874144329514088,22.999996662139893,0
scenario243,30,left,0.1,80,100,40,100,20,60,100,0,1.102305427043259,21.94764232635498,0
scenario244,-90,right,0.8,0,40,80,20,100,20,20,0,0.8808791605008393,26.003904581069943,0
scenario245,-60,right,1.0,40,80,80,60,40,20,20,0,0.9064310165527164,27.18547463417053,0
scenario246,-60,right,0.6,100,0,100,40,0,20,80,0,0.8853146871920463,27.285260438919067,0
scenario247,90,left,0.8,40,0,40,20,40,20,80,0,1.1270972712214864,21.727378129959103,0
scenario248,-30,left,0.4,100,40,100,80,40,80,0,0,1.0885489176532843,22.89970731735229,0
scenario249,30,left,0.2,0,100,80,100,60,0,20,0,1.0742494446869555,21.789273023605347,0
scenario250,-90,left,0.8,20,80,0,80,0,20,0,0,1.1317760727222228,22.208940267562863,0
scenario251,-60,right,0.2,100,20,80,80,40,0,20,0,0.8888649893777611,26.698873043060303,0
scenario252,-30,right,0.4,40,20,40,60,80,100,60,0,0.6992643542065231,26.91448950767517,0
scenario253,90,left,1.0,60,20,100,0,0,60,60,0,1.1729150056904345,21.74475240707397,0
scenario254,90,right,0.8,20,0,0,100,100,80,40,0,0.9369170203315628,26.37704706192017,0
scenario255,0,right,0.8,80,20,60,40,100,60,80,0,0.9374698423465628,27.0912868976593,0
scenario256,-90,right,0.1,60,0,80,40,100,0,100,0,0.8560734603971302,26.69254732131958,0
scenario257,30,right,1.0,20,60,100,0,80,80,100,0,0.7755104706058018,26.516147136688232,0
scenario258,-60,right,0.6,100,100,60,60,100,40,20,0,0.8343716562504947,26.819620847702023,0
scenario259,90,right,1.0,20,40,40,40,100,100,80,0,0.9006511856696179,26.17418932914734,0
scenario260,90,right,1.0,0,60,0,20,60,40,100,0,0.8364638079457719,26.12507438659668,0
scenario261,60,left,0.2,0,40,60,20,0,60,60,0,1.1103883572377784,21.88130760192871,0
scenario262,60,right,0.2,20,100,20,60,80,40,100,0,0.7809875278283824,26.38367986679077,0
scenario263,-60,left,0.8,60,20,60,80,100,100,40,0,1.027281707725072,22.431225538253784,0
scenario264,-30,left,0.6,100,40,60,100,100,0,60,0,1.0777915092354475,69.96663165092468,0
scenario265,60,right,0.2,60,0,80,40,40,80,100,0,0.7666444474982955,26.05469012260437,0
scenario266,90,right,0.1,0,20,20,40,40,80,80,0,0.96822039292695,26.51595187187195,0
scenario267,60,right,0.2,60,80,80,100,20,60,60,0,0.8463995563065634,26.42740511894226,0
scenario268,0,right,0.1,0,0,0,20,20,100,80,0,0.8044241120656861,26.97999405860901,0
scenario269,30,left,0.6,60,60,100,0,60,20,20,0,1.090087398747196,21.92011666297913,0
scenario270,90,right,0.8,40,0,20,40,80,100,60,0,0.9053803029615508,26.34848022460937,0
scenario271,-90,left,0.1,20,20,80,60,80,60,80,0,1.074738201704021,22.329939603805546,0
scenario272,30,right,0.2,60,80,0,0,0,20,40,0,0.7582227909617256,26.537559509277344,0
scenario273,-60,right,1.0,40,60,0,80,60,100,80,0,0.8211725860336677,26.859841346740723,0
scenario274,0,left,1.0,60,20,60,40,0,80,20,0,1.0518334756364842,66.41614103317261,0
scenario275,-90,left,0.2,80,0,60,20,40,40,40,0,1.0421338635732609,22.323585987091064,0
scenario276,-90,right,0.1,40,60,0,60,40,40,40,0,0.7101549178292551,26.431442499160767,0
scenario277,-30,left,0.2,20,100,80,80,100,60,0,0,2.902684017141699,68.84136819839478,0
scenario278,-60,left,0.6,80,60,80,40,40,40,20,0,1.104285579369859,22.395360231399536,0
scenario279,30,left,1.0,100,0,80,40,20,40,60,0,1.204802567866363,22.05742692947388,0
scenario280,60,right,0.1,80,40,100,40,100,0,40,0,0.7953745540472932,26.310922861099243,0
scenario281,-60,left,0.4,40,0,20,100,40,0,100,0,1.015647095539749,22.341206789016724,0
scenario282,-30,right,1.0,100,0,40,100,0,100,100,0,4.985886636195798,70.80036473274231,0
scenario283,60,right,1.0,40,80,100,20,20,20,80,0,0.8576566410809756,26.33587670326233,0
scenario284,30,left,0.4,60,100,100,60,100,40,100,0,1.1695465375159655,22.07318663597107,0
scenario285,-60,left,0.1,80,20,80,0,20,60,0,0,1.3520805029959373,67.00938177108765,0
