PathInteraction,GoalEgo,WindIntensity,RoadFriction,FogDistance,StartOther,PrecipitationDeposits,Cloudiness,FogDensity,GoalOther,Precipitation,Wetness,TimeOfDay,StartEgo,Min_TTC,Collision_Occurred
c2,base,80,0.8,40,base_left_lane,40,0,60,left,40,80,60,right,2.648088467855295,False
c1,right,80,0.8,80,left,60,100,20,right,20,0,30,base,1.9730035309887117,False
c2,base,0,1.0,0,base_left_lane,80,80,40,left,80,60,-30,right,2.7239427875834124,False
c4,base,60,0.8,100,left,20,60,80,base,0,0,-60,right,3.1272439646706602,False
c4,right,80,0.1,80,right,40,100,20,base,20,80,60,left,5.817369606204075,False
c4,right,0,0.1,60,right,20,0,0,base,0,80,-90,left,4.369566229970917,False
c4,base,100,1.0,80,right,0,100,40,base,20,100,90,left,2.863873810878358,False
c2,left,0,0.4,20,right,100,20,0,left,0,40,30,base,3.5990181643794465,False
c2,left,20,0.4,0,right,40,20,100,base,40,40,90,base,0.0,True
c4,base,0,0.8,60,left,80,60,100,base,60,20,30,right,2.4130951383009656,False
c2,left,100,0.2,80,right,0,40,60,base,60,20,60,base,1.839621254971429,False
c1,right,100,0.6,80,left,80,40,20,right,0,0,0,base,3.577104426447187,False
c2,left,40,0.8,0,right,100,60,100,left,20,60,60,base,3.5379297056113344,False
c1,right,80,0.1,60,base,0,60,100,right,40,40,0,left,3.3078952812507785,False
