instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario178,c2,1,20,0.8,20,1,40,0,100,1,100,60,30,2,0,3.011186785867344,0
scenario179,c4,2,80,0.1,40,3,80,20,100,0,40,40,-30,1,0,4.239055071294766,0
scenario180,c2,0,40,1.0,20,1,40,20,20,1,20,100,60,2,0,3.239581418430343,0
scenario181,c2,0,80,0.2,0,1,40,60,60,1,60,80,60,2,0,2.552261014424817,0
scenario182,c2,1,20,0.6,0,3,60,80,100,1,0,40,-90,0,0,2.9469395229906827,0
scenario183,c4,0,0,1.0,60,3,60,80,80,0,20,60,-30,1,0,1.916233593267335,0
scenario184,c2,1,20,1.0,0,3,80,60,60,1,20,60,60,0,0,3.596534045450737,0
scenario185,c1,1,60,0.1,60,2,60,80,0,2,0,40,-90,0,0,3.023617338092477,0
scenario186,c1,2,0,0.8,20,2,0,20,40,2,40,60,60,0,0,2.4866723767774443,0
scenario187,c1,2,100,0.6,100,0,20,100,100,2,40,80,0,1,0,6.8790365655097006,0
scenario188,c4,2,20,0.1,100,3,0,80,0,0,100,20,-60,1,0,4.6165663136823305,0
scenario189,c2,1,100,0.4,60,3,0,60,20,0,40,20,-60,0,0,1.6982766623217431,0
scenario190,c4,0,0,0.4,0,3,20,0,40,0,80,20,-90,1,0,2.2954764993572647,0
scenario191,c4,0,80,0.2,80,2,80,100,60,2,0,100,30,2,0,2210.020822734355,0
scenario192,c2,1,100,0.8,80,3,40,0,0,1,100,0,-90,0,0,2.4552673372288654,0
scenario193,c4,0,40,1.0,80,2,40,20,80,2,20,0,90,2,0,1.015763148832411,0
scenario194,c2,0,80,0.8,80,1,20,60,80,1,80,100,0,2,0,2.840822774837508,0
scenario195,c2,1,40,0.4,100,3,40,0,80,0,40,20,30,0,0,1.8795781587034184,0
scenario196,c4,0,0,1.0,40,2,80,60,60,0,100,20,-90,2,0,2.26940412603197,0
scenario197,c4,0,0,0.2,80,2,100,20,20,0,60,40,-30,2,0,3.390343085493128,0
scenario198,c4,2,40,0.1,60,3,100,40,100,0,0,40,30,1,0,4.133560479981914,0
scenario199,c1,1,20,0.4,100,2,100,20,40,2,100,80,-30,0,0,2.5387973624335576,0
scenario200,c1,2,100,1.0,40,0,100,60,80,2,60,80,30,1,0,3.2005785102949016,0
scenario201,c4,0,100,0.1,100,2,100,0,60,0,20,60,60,2,0,2.8388513469167127,0
scenario202,c4,0,40,0.4,80,2,80,80,100,2,80,0,60,2,0,1.1380667896184018,0
scenario203,c4,2,20,0.6,0,3,0,40,20,0,80,0,0,1,0,4.5942277875873065,0
scenario204,c1,2,100,0.2,100,1,60,0,100,1,20,20,-60,1,0,0.9408258955805452,0
scenario205,c4,0,80,0.1,60,2,80,40,80,2,0,40,0,2,0,0.9496976518750856,0
scenario206,c1,2,40,0.8,60,2,0,80,0,2,0,100,-90,0,0,3.03210949826728,0
scenario207,c4,0,80,0.4,40,3,100,100,100,0,60,20,0,1,0,3.2999216569268035,0
scenario208,c2,1,0,0.6,100,3,20,0,80,0,80,60,-60,0,0,1.7443702145316835,0
scenario209,c2,1,20,1.0,40,3,0,40,40,0,20,0,90,0,0,1.80603715805632,0
scenario210,c2,0,80,0.1,20,1,60,80,20,1,0,80,0,2,0,2.7775862304739563,0
scenario211,c2,1,80,0.4,80,3,60,40,100,0,80,60,-60,0,0,1.8378529311701184,0
scenario212,c2,1,80,0.1,20,1,60,60,100,1,60,0,0,2,0,1.2810792265110165,0
scenario213,c4,0,20,0.4,80,3,100,60,40,0,60,20,90,1,0,2.7106952624909786,0
scenario214,c4,0,40,0.6,40,2,0,0,100,2,100,100,90,2,0,1.2649547464613986,0
scenario215,c4,2,20,0.4,40,3,20,20,0,0,0,20,60,1,0,4.402214358814199,0
scenario216,c1,2,40,0.2,20,2,60,100,20,2,40,0,30,0,0,3.2335426194304047,0
scenario217,c1,1,100,0.6,100,2,0,40,40,2,20,40,-30,0,0,3.1220072957194067,0
scenario218,c4,0,60,0.8,60,3,80,40,40,0,80,40,-90,1,0,2.5280939479351403,0
scenario219,c1,1,100,0.6,80,2,0,20,20,2,0,0,-30,0,0,3.415268632498956,0
scenario220,c1,2,60,0.6,100,1,20,80,40,1,0,100,-60,1,0,0.9627142023026912,0
scenario221,c1,2,80,0.1,80,2,60,60,40,2,100,0,-90,0,0,2.0860771404203247,0
