PathInteraction,GoalEgo,WindIntensity,RoadFriction,FogDistance,StartOther,PrecipitationDeposits,Cloudiness,FogDensity,GoalOther,Precipitation,Wetness,TimeOfDay,StartEgo,Min_TTC,Collision_Occurred
c1,right,100,0.2,20,base,20,100,0,right,60,100,0,left,2.6880222630019412,False
c1,right,80,0.6,20,left,20,60,20,right,40,60,0,base,3.4767489130640494,False
c2,base,40,0.1,0,base_left_lane,0,0,0,left,80,0,60,right,1.7966575787431622,False
c2,left,20,0.4,20,right,100,80,0,base,60,0,30,base,3.026121239403128,False
c2,left,100,0.1,20,base_left_lane,0,40,60,left,40,0,90,right,4.053332164843737,False
c2,left,60,0.6,20,right,60,20,0,left,40,80,-90,base,4.626614530450626,False
c4,right,60,1.0,100,right,100,0,20,base,80,60,60,left,6.272343617177533,False
c2,left,0,0.2,60,base_left_lane,20,40,0,left,60,0,-60,right,3.0850648656878086,False
c2,left,0,1.0,60,base_left_lane,80,100,40,left,80,80,60,right,3.2476664902185766,False
c1,right,80,0.1,80,left,40,80,100,right,20,100,0,base,3.360822713884474,False
c4,base,60,0.6,40,left,40,0,100,base,100,0,-60,right,0.0,True
c2,base,100,0.6,20,base_left_lane,40,100,0,left,40,60,90,right,4246.569069621516,False
c4,base,60,0.4,80,left,80,40,100,right,60,100,90,right,1.643451969089576,False
c2,left,0,0.4,0,right,80,60,20,base,80,60,-30,base,3.386535189429795,False
c2,base,40,0.2,20,base_left_lane,40,40,60,left,80,40,60,right,2.5900323439436224,False
c2,left,20,0.1,0,base_left_lane,80,20,60,left,80,0,-30,right,4.600156546753304,False
