Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario601,c4,right,base,left,right,60,80,60,100,60,100,60,20,0.1,True,0.0,1
scenario602,c2,base,left,right,base,100,60,60,100,0,80,20,0,0.1,False,1.098,0
scenario603,c2,base,left,right,base,0,0,40,80,-90,20,0,80,0.2,False,3032.16,0
scenario604,c2,right,base,base,left,60,80,80,20,0,80,20,0,0.1,True,0.0,1
scenario605,c1,left,right,base,right,100,100,40,20,90,80,40,40,0.1,False,372.622,0
scenario606,c4,left,right,right,base,20,40,20,40,-90,40,60,40,0.4,False,4.457,0
scenario607,c1,left,right,base,left,20,0,60,60,-60,20,80,40,0.4,False,3.331,0
scenario608,c4,right,base,left,base,40,40,60,20,30,100,40,40,0.1,False,2.223,0
scenario609,c2,right,base,base,left,80,60,20,20,90,100,40,20,0.1,False,2.764,0
scenario610,c4,left,right,right,base,60,40,40,0,-90,60,60,20,0.8,False,4.279,0
scenario611,c2,right,base,base,left,100,60,40,100,0,60,0,20,0.1,False,2.388,0
scenario612,c4,right,base,left,right,60,40,60,60,30,0,60,40,0.6,False,4517.784,0
scenario613,c2,base,left,right,left,60,80,40,100,60,80,60,20,0.1,False,3.002,0
scenario614,c2,right,base,base,left,60,80,80,20,0,80,20,0,0.1,False,0.596,0
scenario615,c4,left,right,right,base,40,20,60,20,-90,60,60,40,1.0,False,4.427,0
scenario616,c2,base,left,right,base,100,60,40,80,30,60,0,20,0.2,False,1.606,0
scenario617,c4,right,base,left,base,100,60,80,100,0,80,40,0,0.1,False,2.884,0
scenario618,c4,left,base,right,base,20,20,20,60,-60,60,40,60,0.6,False,1.743,0
scenario619,c2,right,base,base,left,60,20,40,100,0,80,0,20,0.1,False,2.384,0
scenario620,c1,base,left,left,right,60,60,40,40,90,80,20,20,0.1,False,3.306,0
scenario621,c2,base,left,right,left,20,80,20,80,30,60,60,20,0.4,False,3.295,0
scenario622,c2,right,left,base,left,20,80,40,0,-30,100,60,0,0.2,True,0.0,1
scenario623,c4,right,base,left,right,100,40,60,0,0,80,0,0,0.1,True,0.0,1
scenario624,c4,right,base,left,base,60,20,60,80,30,0,100,40,0.4,False,4161.22,0
scenario625,c4,right,base,left,right,20,20,20,100,-90,20,60,20,0.4,False,4.725,0
scenario626,c2,right,left,base,left,20,80,40,0,-30,100,60,0,0.2,False,3.046,0
scenario627,c1,base,left,left,right,60,60,60,40,90,80,20,0,0.1,False,1.849,0
scenario628,c4,left,right,right,base,60,80,40,0,-30,80,40,0,0.2,False,3.876,0
scenario629,c2,base,left,right,base,60,40,40,80,90,80,20,0,1.0,False,1.528,0
scenario630,c4,right,base,left,right,20,20,0,20,-90,0,40,20,0.4,False,4575.247,0
scenario631,c4,right,base,left,base,60,80,20,100,-30,80,20,40,0.1,False,4397.878,0
scenario632,c4,right,base,left,base,80,40,60,80,30,0,80,40,0.4,False,4610.747,0
scenario633,c2,right,base,base,left,40,100,0,100,0,60,60,20,0.2,True,0.0,1
scenario634,c4,right,base,left,base,20,60,20,80,-90,0,80,20,0.6,False,32.63,0
scenario635,c4,right,base,left,right,100,20,80,20,30,80,100,0,0.1,False,5155.31,0
scenario636,c2,base,left,right,left,60,100,40,60,60,60,40,20,0.4,False,3.429,0
scenario637,c2,right,left,base,left,40,80,60,40,-90,60,60,20,1.0,True,0.0,1
scenario638,c2,right,base,base,left,80,80,20,20,-90,60,40,0,0.1,True,0.0,1
scenario639,c2,base,left,right,base,80,60,80,0,-90,100,0,100,0.4,False,1.81,0
scenario640,c2,right,left,base,left,40,60,60,20,-90,80,80,0,1.0,False,3.251,0
scenario641,c4,left,base,right,base,60,100,40,20,-90,100,60,0,0.1,False,2.379,0
scenario642,c2,right,base,base,left,80,80,60,60,-90,60,40,60,0.1,False,2.018,0
scenario643,c2,base,left,right,base,80,60,80,0,-90,80,60,0,1.0,True,0.0,1
scenario644,c2,base,left,right,base,100,60,80,20,-90,60,80,0,1.0,False,1.803,0
scenario645,c2,right,base,base,left,60,80,40,20,-90,80,60,0,0.1,False,0.975,0
scenario646,c2,right,base,base,left,60,80,40,0,-60,80,80,0,0.1,False,1.824,0
scenario647,c1,base,left,left,right,80,60,20,20,-90,60,40,0,0.2,False,2.333,0
scenario648,c2,right,base,base,left,80,60,60,40,-60,60,60,60,0.1,True,0.0,1
