Instances,feature_TimeOfDay,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,algo_safety
scenario40,-30,c1,base,left,left,right,0.2,60,20,40,100,80,20,100,0,2.039728132898934,0
scenario41,90,c4,left,right,right,base,1.0,100,20,20,60,80,100,20,0,4.103824109099297,0
scenario42,30,c4,right,base,left,base,0.1,60,60,80,0,100,0,0,0,2.8149740408018227,0
scenario43,30,c2,right,base,base,left,1.0,20,0,100,40,60,40,60,0,2.490106789666307,0
scenario44,90,c2,right,base,base,left,0.8,80,100,80,40,40,20,40,1,9999.0,1
scenario45,30,c2,base,left,right,left,0.6,0,80,20,0,20,0,20,0,3.251903526728361,0
scenario46,-30,c2,right,left,base,left,0.1,40,60,100,100,20,40,80,0,3.6359588399851344,0
scenario47,-90,c2,base,left,right,base,0.2,20,0,60,80,100,100,80,0,1.6312519665708842,0
scenario48,0,c4,left,base,right,base,0.2,100,100,60,60,20,60,0,0,2.164295474346713,0
scenario49,-90,c2,base,left,right,left,0.1,0,40,20,0,100,60,100,0,3.040682021626539,0
scenario50,60,c4,right,base,left,base,1.0,60,0,100,80,80,20,40,0,3.486166205141462,0
scenario51,60,c2,base,left,right,base,0.8,40,40,80,80,20,60,60,0,1.7754126502242402,0
scenario52,60,c2,right,left,base,left,0.4,100,20,60,60,40,40,100,0,3.7013573937380735,0
scenario53,30,c1,base,right,left,right,0.8,100,80,60,100,0,20,20,0,4.14149320489049,0
scenario54,-30,c2,right,left,base,left,0.8,60,100,60,20,40,40,20,0,3.3813255624678025,0
scenario55,-30,c4,right,base,left,base,0.2,0,40,0,40,80,100,20,0,1.9178594041079773,0
scenario56,0,c4,right,base,left,right,1.0,20,80,20,20,0,0,60,0,1.0312755445500883,0
scenario57,30,c4,left,right,right,base,0.6,60,40,20,100,20,80,100,0,4.818677043609355,0
scenario58,90,c4,left,base,right,base,0.1,20,60,40,80,100,60,100,0,2.610496355689305,0
scenario59,90,c1,base,right,left,right,0.4,60,60,0,0,20,100,60,0,5.349520129634274,0
scenario60,0,c4,left,base,right,base,0.6,40,100,60,40,60,80,100,0,1.6635585802064476,0
scenario61,90,c4,left,base,right,base,0.2,80,20,100,0,0,40,80,0,3.182862698383267,0
scenario62,-90,c1,left,right,base,right,0.1,80,80,0,100,60,20,20,0,3.111009235844151,0
scenario63,0,c2,base,left,right,base,0.6,100,0,80,0,80,20,80,0,1.646898365292795,0
scenario64,0,c1,left,right,base,right,0.4,80,40,100,40,40,20,60,0,3.2137064490395195,0
scenario65,-30,c2,right,left,base,left,1.0,0,80,20,60,100,20,40,0,3.0709515131855447,0
scenario66,60,c1,base,right,left,right,0.4,0,0,100,40,100,60,100,0,2.5947124739790186,0
scenario67,-60,c4,right,base,left,right,0.4,40,0,40,80,80,20,100,0,0.9108570156549,0
scenario68,-90,c4,right,base,left,base,0.4,0,20,100,0,40,40,60,0,4702.380909530954,0
