Instances,feature_TimeOfDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,Visibility,RoadSurface,VehicleStability,PathInteraction,probability,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,collision,min_ttc,algo_safety
scenario206,-90,20,40,0,0,0,0.8,0,100,20,100,40,c2,0.01546,right,left,base,left,0,3.103869395638854,0
scenario207,-90,20,80,0,0,0,0.8,0,100,20,100,40,c4,0.01541,right,base,left,base,0,2.4454823704339463,0
scenario208,-90,20,80,0,0,0,0.8,0,100,20,100,60,c1,0.01539,left,right,base,right,0,2.813926440586591,0
scenario209,-90,20,40,0,0,0,0.8,0,100,20,100,60,c2,0.01587,base,left,right,left,0,2.8747535718894355,0
scenario210,-90,20,40,0,0,0,0.8,0,100,20,100,60,c4,0.01623,left,right,right,base,0,7.060163713715854,0
scenario211,-90,20,40,0,0,0,0.8,0,100,20,100,80,c1,0.01487,left,right,base,left,0,3.654718067580723,0
scenario212,-90,20,40,0,0,0,0.8,0,100,20,100,80,c2,0.01516,base,left,right,base,0,1.6386936205648222,0
scenario213,-90,20,40,0,0,0,0.8,0,100,20,100,80,c4,0.01548,left,base,right,base,0,2.0184309917630983,0
scenario214,-90,20,40,0,0,0,0.8,0,100,20,100,100,c1,0.01554,base,left,left,right,0,2.6094833282541594,0
scenario215,-90,20,80,0,0,0,0.8,0,100,20,100,100,c2,0.01609,right,base,base,left,0,2.7139008754414493,0
scenario216,-90,20,60,0,0,0,0.8,0,100,20,100,100,c4,0.01586,right,base,left,right,0,0.912768687144319,0
scenario217,-90,20,80,0,0,0,0.8,0,100,40,0,0,c1,0.01534,base,right,left,right,0,3.781215613949272,0
scenario218,-90,20,80,0,0,0,0.8,0,100,40,0,0,c2,0.01571,right,left,base,left,0,4.185384101931039,0
