Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,algo_safety
scenario33,c2,base,left,right,left,0.8,80,20,20,60,80,20,40,0,3.8771370939238894,0
scenario34,c2,right,left,base,left,0.8,0,100,60,0,60,100,40,0,3.41250671524102,0
scenario35,c1,base,left,left,right,0.8,80,60,100,20,80,40,40,0,4.488570723880288,0
scenario36,c2,right,base,base,left,1.0,60,60,60,60,60,0,40,0,3.32172457775046,0
scenario37,c2,base,left,right,base,1.0,80,40,60,80,80,60,100,0,2.710135877447018,0
scenario38,c2,base,left,right,left,1.0,40,20,60,100,20,80,60,0,3.7863211462717032,0
scenario39,c1,left,right,base,right,0.1,60,100,0,80,40,100,40,0,3.037213886096009,0
scenario40,c2,right,left,base,left,0.8,20,0,40,40,0,80,60,0,9999.0,0
scenario41,c2,right,base,base,left,0.2,60,100,0,20,0,80,40,0,4.252339995115201,0
scenario42,c2,base,left,right,base,0.2,100,60,80,0,80,0,0,0,3.2528711542463444,0
scenario43,c1,base,right,left,right,0.2,100,40,0,40,60,0,40,0,4.869664277842752,0
scenario44,c1,left,right,base,left,0.4,80,40,100,20,100,100,60,0,4.25993038107246,0
scenario45,c2,base,left,right,left,0.6,80,100,80,60,0,80,80,0,4.925945958178616,0
scenario46,c2,right,left,base,left,0.1,40,80,40,40,20,60,80,0,5.2973758186315845,0
scenario47,c2,right,base,base,left,1.0,20,100,80,20,0,0,80,0,2.9149902450375,0
scenario48,c1,base,left,left,right,1.0,0,0,40,100,40,100,100,0,4.908087385847595,0
scenario49,c2,base,left,right,base,0.1,20,0,0,60,80,60,40,0,2.850857538262457,0
scenario50,c2,base,left,right,left,1.0,60,0,60,0,60,40,60,0,5.68325790138107,0
scenario51,c2,right,left,base,left,0.8,40,80,80,20,20,20,80,0,2.955784834977162,0
scenario52,c1,left,right,base,right,0.2,20,100,20,80,60,20,0,0,3.5078765621309884,0
scenario53,c2,right,base,base,left,0.2,100,80,0,100,0,20,80,0,3.385807973510942,0
scenario54,c1,base,right,left,right,0.4,0,100,40,20,20,40,100,0,9999.0,0
scenario55,c1,left,right,base,left,1.0,40,20,20,100,100,40,100,0,5.10238698421887,0
scenario56,c2,base,left,right,base,0.8,0,60,0,80,100,60,60,0,4.00083852689238,0
scenario57,c2,base,left,right,left,0.1,40,60,0,80,40,40,60,0,4.4132912018270485,0
scenario58,c2,right,left,base,left,0.6,100,20,20,20,60,80,0,1,0.0,1
scenario59,c1,base,left,left,right,0.1,0,60,60,100,100,0,0,0,9999.0,0
scenario60,c1,left,right,base,right,0.4,60,0,80,0,100,60,60,1,0.0,1
scenario61,c2,right,base,base,left,1.0,60,20,100,0,40,60,0,0,4.147620899089321,0
scenario62,c2,base,left,right,base,0.6,40,100,100,80,0,0,0,0,2.650554193117972,0
scenario63,c1,base,right,left,right,0.6,60,80,20,100,20,60,60,0,4.607449662266344,0
scenario64,c1,left,right,base,left,0.6,100,20,40,40,40,40,40,0,4.26687242715729,0
scenario65,c2,base,left,right,left,0.4,60,60,0,40,80,80,100,0,3.5197164446708924,0
scenario66,c2,right,left,base,left,0.8,20,40,80,100,40,80,100,0,4326.165241435932,0
scenario67,c1,base,left,left,right,0.6,100,20,0,80,0,20,60,0,4.3325970718669895,0
scenario68,c1,left,right,base,right,0.2,20,60,60,60,0,0,100,0,9999.0,0
scenario69,c2,right,base,base,left,0.1,20,20,80,0,60,80,80,0,9999.0,0
scenario70,c1,base,right,left,right,0.4,100,80,100,0,20,40,0,1,0.0,1
scenario71,c1,left,right,base,left,0.6,20,0,60,40,100,80,80,0,5.302999794119315,0
scenario72,c1,base,left,left,right,0.4,0,80,60,0,80,20,40,0,6317.621527064845,0
scenario73,c2,base,left,right,base,0.4,100,80,20,0,60,80,100,0,4.0618013940089615,0
scenario74,c1,left,right,base,right,0.1,0,0,20,40,100,20,80,0,1843.7015124086367,0
scenario75,c1,base,right,left,right,0.4,0,20,100,100,40,20,80,0,9999.0,0
scenario76,c1,left,right,base,left,0.6,60,60,20,0,80,20,80,0,4.278286073633943,0
scenario77,c1,base,left,left,right,0.6,0,40,80,80,0,20,80,0,9999.0,0
scenario78,c1,left,right,base,right,0.4,20,40,80,80,0,40,80,0,5.927677607318861,0
scenario79,c1,base,right,left,right,0.1,0,80,100,80,60,80,100,0,9999.0,0
scenario80,c1,left,right,base,left,0.6,60,40,20,100,0,20,100,0,4.873875692294395,0
scenario81,c1,base,left,left,right,0.2,20,20,100,40,20,80,60,0,5.231120015190198,0
scenario82,c1,left,right,base,right,1.0,80,100,40,0,20,100,20,0,1.7496134579388116,0
scenario83,c1,base,right,left,right,1.0,80,100,60,60,20,100,20,0,4.566678621843445,0
scenario84,c1,left,right,base,left,1.0,80,100,80,60,20,100,20,0,3.376963262774028,0
scenario85,c1,base,left,left,right,0.1,80,100,40,60,20,100,20,0,2.844338372461561,0
scenario86,c1,left,right,base,right,1.0,80,80,40,60,20,100,20,0,2.7830207664700994,0
scenario87,c1,base,right,left,right,1.0,0,100,40,60,20,100,20,0,9999.0,0
scenario88,c1,left,right,base,left,1.0,80,100,40,60,20,20,20,0,2.491927047146054,0
scenario89,c1,base,left,left,right,1.0,80,100,40,60,20,40,20,0,2.912765281833348,0
scenario90,c1,left,right,base,right,1.0,80,100,40,60,20,100,80,0,2.7342954130666928,0
scenario91,c1,base,right,left,right,1.0,80,100,40,80,20,100,20,0,4.531457067521209,0
scenario92,c1,left,right,base,left,1.0,80,100,20,60,20,100,20,0,2.7899585579932857,0
scenario93,c1,base,left,left,right,0.4,80,100,40,60,20,100,20,0,4.725789749507406,0
scenario94,c1,left,right,base,right,0.6,80,100,40,60,20,100,20,0,2.793963463232261,0
scenario95,c1,base,right,left,right,1.0,80,100,40,60,20,100,100,0,9999.0,0
