Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario103,0,0,1.99146909868465,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,0.090020717058609
scenario104,0,0,1.99146909868465,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443123
scenario105,0,0,0.407343419563202,0,0,0,0,0,0,0.09002071705861,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario106,0,0,1.99146909868465,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,0.09002071705861,1.17630343737262
scenario107,0,0,0.407343419563202,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443124,0.090020717058609
scenario108,0,0,0.407343419563202,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,1.17630343737262
scenario109,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.09002071705861,1.17630343737262
scenario110,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,0.0900207170586095,-1.26632415443124,0.090020717058609
scenario111,0,0,-0.666322026619869,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,-1.26632415443123
scenario112,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,1.17630343737262
scenario113,0,0,1.25907502046698,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,0.090020717058609
scenario114,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,1.17630343737262,1.17630343737262,-1.26632415443123
scenario115,0,0,0.407343419563202,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,0.090020717058609
scenario116,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443123
scenario117,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario118,0,0,0.407343419563202,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,0.09002071705861,1.17630343737262
scenario119,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443124,0.090020717058609
scenario120,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,1.17630343737262
scenario121,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.09002071705861,1.17630343737262
scenario122,0,0,-0.666322026619869,0,0,0,0,0,0,1.17630343737262,0.0900207170586095,-1.26632415443124,0.090020717058609
scenario123,0,0,-0.666322026619869,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,-1.26632415443123
scenario124,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,1.17630343737262
scenario125,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,0.090020717058609
scenario126,0,0,-2.62773813689864,0,0,0,0,0,0,0.09002071705861,1.17630343737262,1.17630343737262,-1.26632415443123
scenario127,0,0,-2.62773813689864,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,0.090020717058609
scenario128,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443123
scenario129,0,0,1.99146909868465,0,0,0,0,0,0,0.09002071705861,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario130,0,0,0.407343419563202,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,0.09002071705861,1.17630343737262
scenario131,0,0,-0.666322026619869,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443124,0.090020717058609
scenario132,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,1.17630343737262
scenario133,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.09002071705861,1.17630343737262
scenario134,0,0,-0.666322026619869,0,0,0,0,0,0,1.17630343737262,0.0900207170586095,-1.26632415443124,0.090020717058609
