instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,feature_direction,visibility,roadsurface,vehiclestability,probability,collision,min_ttc,run_duration,algo_safety
scenario197,-90,20,40,0,0,0,0.8,0,100,1,100,40,80,0.00821,0,0.7587340856210018,26.56275057792664,0
scenario198,-30,60,80,0,0,0,0.8,0,100,0,100,40,100,0.00147,0,1.060348329185994,22.263675689697266,0
scenario199,-90,20,40,0,0,0,0.8,0,100,0,100,60,0,0.0079,0,1.0922627085206236,22.216979503631592,0
scenario200,-90,20,60,0,0,0,0.8,0,100,1,100,60,20,0.00798,0,0.8975253819509635,26.97640609741211,0
scenario201,-90,20,60,0,0,0,0.8,0,100,0,100,60,40,0.00791,0,1.0737524624199557,22.47357535362244,0
scenario202,-90,20,40,0,0,0,0.8,0,100,0,100,60,60,0.00812,0,1.0088879645255624,22.28005814552307,0
scenario203,-90,20,60,0,0,0,0.8,0,100,1,100,60,80,0.00782,0,0.8709776183238428,26.708455085754395,0
scenario204,-90,20,40,0,0,0,0.8,0,100,0,100,60,100,0.00807,0,1.0259455498698675,22.2354199886322,0
scenario205,-90,20,40,0,0,0,0.8,0,100,0,100,80,0,0.0078,0,1.0486248918952568,22.151455879211422,0
scenario206,-90,20,80,0,0,0,0.8,0,100,1,100,80,20,0.00768,0,0.7084891801316215,26.6447229385376,0
scenario207,-90,20,80,0,0,0,0.8,0,100,1,100,80,40,0.00803,0,0.9077964363644476,26.798567056655884,0
scenario208,-90,20,60,0,0,0,0.8,0,100,0,100,80,60,0.00831,0,1.0112241525174137,22.144086837768555,0
scenario209,-60,60,80,0,0,0,0.8,0,100,1,100,80,80,0.00151,0,0.8692709301113825,26.83346939086914,0
scenario210,90,60,80,0,0,0,0.8,0,100,0,100,80,100,0.00152,0,1.2195246451191877,22.093345642089844,0
scenario211,-90,20,40,0,0,0,0.8,0,100,0,100,100,0,0.00804,0,1.0694635998165931,22.11877179145813,0
scenario212,-90,20,80,0,0,0,0.8,0,100,0,100,100,20,0.00795,0,1.0584298807840329,22.12887716293335,0
scenario213,-90,20,80,0,0,0,0.8,0,100,1,100,100,40,0.00795,0,0.8298378762691889,26.811209440231323,0
scenario214,-90,20,80,0,0,0,0.8,0,100,0,100,100,60,0.00783,0,0.9812286943809816,22.33400821685791,0
scenario215,-90,20,40,0,0,0,0.8,0,100,0,100,100,80,0.00806,0,1.053491770507282,22.275066137313843,0
scenario216,-90,20,80,0,0,0,0.8,0,100,1,100,100,100,0.00808,0,0.9380448770555864,26.58674192428589,0
