Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,direction
scenario50,0.931077452364808,-0.712394462410268,1.5055570428386,0,0,0,0,0,0,1.00696346707423
scenario51,1.14535327443584,1.46729742126072,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario52,0.931077452364808,-0.712394462410268,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario53,0.931077452364808,-0.712394462410268,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario54,0.761067439116956,1.34542989504294,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario55,0.761067439116956,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario56,0.471809697033933,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario57,1.22176637985773,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario58,-1.0262008397536,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario59,-1.0262008397536,1.34542989504294,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario60,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario61,0.471809697033933,1.46729742126072,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario62,1.14535327443584,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario63,1.14535327443584,1.46729742126072,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario64,0.761067439116956,1.34542989504294,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario65,0.471809697033933,-0.712394462410268,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario66,0.761067439116956,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario67,1.14535327443584,-0.712394462410268,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario68,0.471809697033933,1.34542989504294,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario69,-1.0262008397536,1.34542989504294,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario70,-1.0262008397536,1.34542989504294,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario71,0.931077452364808,-0.712394462410268,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario72,1.22176637985773,1.46729742126072,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario73,-1.0262008397536,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario74,1.22176637985773,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario75,0.471809697033933,1.46729742126072,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario76,0.931077452364808,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario77,1.14535327443584,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario78,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario79,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario80,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario81,1.0517705518346,1.34542989504294,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario82,-1.0262008397536,-0.712394462410268,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario83,1.14535327443584,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario84,1.0517705518346,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario85,1.0517705518346,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario86,1.14535327443584,1.34542989504294,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario87,0.931077452364808,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario88,0.931077452364808,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario89,1.22176637985773,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario90,1.0517705518346,1.34542989504294,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario91,0.761067439116956,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario92,0.471809697033933,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario93,0.761067439116956,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario94,1.22176637985773,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario95,0.931077452364808,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario96,0.761067439116956,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario97,0.931077452364808,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario98,0.761067439116956,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario99,1.14535327443584,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario100,1.22176637985773,1.46729742126072,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario101,1.0517705518346,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario102,1.0517705518346,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario103,1.14535327443584,-0.712394462410268,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario104,1.0517705518346,1.34542989504294,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario105,0.471809697033933,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario106,1.14535327443584,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario107,0.471809697033933,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario108,1.22176637985773,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario109,0.471809697033933,-0.712394462410268,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario110,-1.0262008397536,1.34542989504294,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario111,-1.0262008397536,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario112,1.14535327443584,-0.712394462410268,1.5055570428386,0,0,0,0,0,0,1.00696346707423
scenario113,1.22176637985773,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario114,0.761067439116956,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario115,-1.0262008397536,1.34542989504294,1.5055570428386,0,0,0,0,0,0,-0.988487073182959
scenario116,-1.0262008397536,1.34542989504294,1.5055570428386,0,0,0,0,0,0,1.00696346707423
scenario117,-1.0262008397536,1.46729742126072,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario118,-1.0262008397536,1.46729742126072,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario119,-1.0262008397536,1.46729742126072,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario120,-1.0262008397536,1.46729742126072,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario121,-1.0262008397536,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario122,0.931077452364808,1.34542989504294,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario123,-1.0262008397536,1.46729742126072,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario124,1.22176637985773,1.46729742126072,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario125,1.0517705518346,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario126,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario127,1.22176637985773,1.46729742126072,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario128,1.14535327443584,1.46729742126072,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario129,1.0517705518346,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario130,0.471809697033933,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario131,1.14535327443584,1.46729742126072,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario132,0.471809697033933,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario133,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario134,0.931077452364808,1.34542989504294,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario135,1.22176637985773,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario136,1.22176637985773,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,1.00696346707423
scenario137,0.471809697033933,1.46729742126072,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario138,1.14535327443584,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario139,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario140,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario141,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario142,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario143,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario144,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario145,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario146,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario147,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario148,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario149,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario150,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario151,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario152,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario153,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario154,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario155,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario156,0.761067439116956,1.34542989504294,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario157,1.0517705518346,1.34542989504294,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario158,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario159,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario160,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario161,0.931077452364808,1.34542989504294,1.5055570428386,0,0,0,0,0,0,1.00696346707423
scenario162,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario163,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario164,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario165,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario166,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario167,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario168,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario169,1.14535327443584,1.34542989504294,-1.79773327481009,0,0,0,0,0,0,-0.988487073182959
scenario170,0.471809697033933,1.34542989504294,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario171,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario172,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario173,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario174,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario175,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario176,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario177,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario178,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario179,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario180,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario181,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario182,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario183,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario184,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario185,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario186,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario187,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario188,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario189,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario190,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario191,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario192,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario193,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario194,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario195,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario196,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario197,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,1.00696346707423
scenario198,0.761067439116956,1.46729742126072,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario199,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario200,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario201,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario202,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario203,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,1.00696346707423
scenario204,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario205,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario206,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario207,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario208,-1.0262008397536,-0.712394462410268,0.312292388982711,0,0,0,0,0,0,-0.988487073182959
scenario209,0.471809697033933,1.46729742126072,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario210,1.22176637985773,1.46729742126072,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario211,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario212,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario213,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
scenario214,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,-0.988487073182959
scenario215,-1.0262008397536,-0.712394462410268,-0.46959272709367,0,0,0,0,0,0,-0.988487073182959
scenario216,-1.0262008397536,-0.712394462410268,0.948873845986924,0,0,0,0,0,0,1.00696346707423
