instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario164,c1,1,40,0.1,0,2,40,40,20,2,60,80,-30,0,0,2.050873154715926,0
scenario165,c2,1,40,1.0,40,3,0,0,100,1,60,20,-60,0,0,4.235827987843777,0
scenario166,c1,2,80,1.0,40,0,80,80,40,2,80,0,60,1,0,1.931895371421616,0
scenario167,c1,2,40,0.8,40,1,100,80,80,1,60,20,60,1,0,0.7049693576170253,0
scenario168,c4,0,60,0.4,60,3,100,20,40,0,60,0,30,1,0,2.5574407968323363,0
scenario169,c1,2,100,1.0,40,1,40,20,100,1,20,100,90,1,0,0.9838233153184942,0
scenario170,c4,0,20,0.4,0,2,100,80,60,0,80,80,-30,2,0,4.031945234296167,0
scenario171,c4,2,100,0.2,100,3,40,20,60,0,100,20,0,1,0,1.52725549071616,0
scenario172,c4,0,60,0.4,100,2,100,20,80,2,0,20,0,2,0,1.4412732086433937,0
scenario173,c4,0,20,1.0,0,3,20,40,100,0,100,40,-90,1,0,2.6232760637806853,0
scenario174,c1,2,40,1.0,20,2,60,80,60,2,0,20,-90,0,0,3.3507470142568505,0
scenario175,c1,1,60,0.1,0,2,20,0,80,2,80,0,30,0,0,1.788039062027266,0
scenario176,c1,2,0,0.6,60,2,80,100,60,2,20,40,-90,0,0,3.880873360539291,0
scenario177,c4,0,100,0.8,100,2,60,40,40,0,60,80,60,2,0,2.954328199533917,0
scenario178,c2,1,20,0.8,20,1,40,0,100,1,100,60,30,2,0,3.891098021568465,0
scenario179,c4,2,80,0.1,40,3,80,20,100,0,40,40,-30,1,0,2.0831920355374107,0
scenario180,c2,0,40,1.0,20,1,40,20,20,1,20,100,60,2,0,3.561966291096592,0
scenario181,c2,0,80,0.2,0,1,40,60,60,1,60,80,60,2,0,1.695304325117528,0
scenario182,c2,1,20,0.6,0,3,60,80,100,1,0,40,-90,0,0,4.576047746656705,0
scenario183,c4,0,0,1.0,60,3,60,80,80,0,20,60,-30,1,0,2.268894141725725,0
scenario184,c2,1,20,1.0,0,3,80,60,60,1,20,60,60,0,0,4.196825445209346,0
scenario185,c1,1,60,0.1,60,2,60,80,0,2,0,40,-90,0,0,2.822254042290292,0
scenario186,c1,2,0,0.8,20,2,0,20,40,2,40,60,60,0,0,3.09200782272076,0
scenario187,c1,2,100,0.6,100,0,20,100,100,2,40,80,0,1,0,1.6399170780581949,0
scenario188,c4,2,20,0.1,100,3,0,80,0,0,100,20,-60,1,0,9999.0,0
scenario189,c2,1,100,0.4,60,3,0,60,20,0,40,20,-60,0,0,2.838327872498755,0
scenario190,c4,0,0,0.4,0,3,20,0,40,0,80,20,-90,1,0,3.0414359280016647,0
scenario191,c4,0,80,0.2,80,2,80,100,60,2,0,100,30,2,0,1.5641621995854431,0
scenario192,c2,1,100,0.8,80,3,40,0,0,1,100,0,-90,0,0,4.08776074779625,0
scenario193,c4,0,40,1.0,80,2,40,20,80,2,20,0,90,2,0,1.6056238037787096,0
scenario194,c2,0,80,0.8,80,1,20,60,80,1,80,100,0,2,0,4.0101953041377865,0
scenario195,c2,1,40,0.4,100,3,40,0,80,0,40,20,30,0,0,3.801534425939604,0
scenario196,c4,0,0,1.0,40,2,80,60,60,0,100,20,-90,2,0,2.7321050067319983,0
scenario197,c4,0,0,0.2,80,2,100,20,20,0,60,40,-30,2,0,2.779429140513788,0
scenario198,c4,2,40,0.1,60,3,100,40,100,0,0,40,30,1,0,1.8982802229724232,0
scenario199,c1,1,20,0.4,100,2,100,20,40,2,100,80,-30,0,0,1.6720464675384856,0
scenario200,c1,2,100,1.0,40,0,100,60,80,2,60,80,30,1,0,1.5318229935866732,0
scenario201,c4,0,100,0.1,100,2,100,0,60,0,20,60,60,2,0,3.0806695682411784,0
scenario202,c4,0,40,0.4,80,2,80,80,100,2,80,0,60,2,0,1.5331994236471016,0
scenario203,c4,2,20,0.6,0,3,0,40,20,0,80,0,0,1,0,1.7002403513343072,0
scenario204,c1,2,100,0.2,100,1,60,0,100,1,20,20,-60,1,0,0.5246182940740991,0
scenario205,c4,0,80,0.1,60,2,80,40,80,2,0,40,0,2,0,2.811281253588356,0
scenario206,c1,2,40,0.8,60,2,0,80,0,2,0,100,-90,0,0,3.264782897352936,0
scenario207,c4,0,80,0.4,40,3,100,100,100,0,60,20,0,1,0,2.025056208419058,0
scenario208,c2,1,0,0.6,100,3,20,0,80,0,80,60,-60,0,0,3.472404316314762,0
scenario209,c2,1,20,1.0,40,3,0,40,40,0,20,0,90,0,0,3.8316217045516137,0
scenario210,c2,0,80,0.1,20,1,60,80,20,1,0,80,0,2,0,2.157577879777909,0
scenario211,c2,1,80,0.4,80,3,60,40,100,0,80,60,-60,0,0,3.371271441834151,0
scenario212,c2,1,80,0.1,20,1,60,60,100,1,60,0,0,2,0,2.5598357883300333,0
scenario213,c4,0,20,0.4,80,3,100,60,40,0,60,20,90,1,1,3.013540901062381,1
scenario214,c4,0,40,0.6,40,2,0,0,100,2,100,100,90,2,0,1.4728950178863374,0
scenario215,c4,2,20,0.4,40,3,20,20,0,0,0,20,60,1,0,9999.0,0
scenario216,c1,2,40,0.2,20,2,60,100,20,2,40,0,30,0,0,1.784086036426794,0
scenario217,c1,1,100,0.6,100,2,0,40,40,2,20,40,-30,0,0,1.8158726828054343,0
scenario218,c4,0,60,0.8,60,3,80,40,40,0,80,40,-90,1,0,2.539497772339061,0
scenario219,c1,1,100,0.6,80,2,0,20,20,2,0,0,-30,0,0,2.808309561871004,0
scenario220,c1,2,60,0.6,100,1,20,80,40,1,0,100,-60,1,0,0.7872068757770542,0
