instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario362,1,0,40,80,20,-60,0,60,100,0.8,False,0.93,0
scenario363,1,20,20,100,20,30,20,0,100,0.8,False,0.976,0
scenario364,1,20,40,20,0,-60,40,100,0,0.2,False,0.714,0
scenario365,0,100,40,60,80,90,0,40,40,0.6,False,1.25,0
scenario366,1,40,100,0,0,90,20,40,60,0.6,False,0.88,0
scenario367,0,40,0,0,40,-30,40,80,20,0.1,False,1.242,0
scenario368,0,0,80,0,60,-30,20,0,40,0.8,False,1.1,0
scenario369,1,20,80,20,60,-90,60,100,40,0.1,False,0.81,0
scenario370,1,60,80,20,20,-60,0,100,80,1.0,False,5.109,0
scenario371,0,80,20,100,100,90,100,60,20,0.4,False,1.235,0
scenario372,0,80,80,80,100,-60,20,20,0,0.4,False,1.134,0
scenario373,0,100,100,20,20,0,100,0,0,0.2,False,1.054,0
scenario374,0,100,40,60,20,0,40,60,80,0.8,False,1.085,0
scenario375,1,80,80,0,0,90,20,60,40,0.4,False,0.858,0
scenario376,1,100,20,80,20,60,20,0,40,0.4,False,0.946,0
scenario377,0,60,40,40,40,-90,40,60,60,0.2,False,1.038,0
scenario378,1,100,20,80,60,90,100,80,60,0.6,False,0.96,0
