feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
-60,left,0.8,60,20,60,80,100,100,40,0,0.9714080171486894,102.84806180000304,0
-30,left,0.6,100,40,60,100,100,0,60,0,1.4789015571146094,82.67420816421509,0
60,right,0.2,60,0,80,40,40,80,100,0,0.8974036685439126,107.24784469604492,0
90,right,0.1,0,20,20,40,40,80,80,0,0.6771993528000894,88.71888399124146,0
60,right,0.2,60,80,80,100,20,60,60,0,0.9879828834760954,111.44476199150084,0
0,right,0.1,0,0,0,20,20,100,80,0,0.8260629359302143,108.60593152046204,0
30,left,0.6,60,60,100,0,60,20,20,0,1.3663916610700009,79.65429449081421,0
90,right,0.8,40,0,20,40,80,100,60,0,1.5067346689929764,158.31899237632751,0
-90,left,0.1,20,20,80,60,80,60,80,0,1.3734191994383005,82.23591470718384,0
30,right,0.2,60,80,0,0,0,20,40,0,1.6754372827334374,168.81703567504883,0
-60,right,1.0,40,60,0,80,60,100,80,0,0.8734349835174181,99.438871383667,0
0,left,1.0,60,20,60,40,0,80,20,0,1.3567084546977874,82.58164572715759,0
-90,left,0.2,80,0,60,20,40,40,40,0,1.3986241275667564,83.2531635761261,0
-90,right,0.1,40,60,0,60,40,40,40,0,0.8796662538922697,97.1034026145935,0
-30,left,0.2,20,100,80,80,100,60,0,0,1.4388714116754353,82.62948513031006,0
-60,left,0.6,80,60,80,40,40,40,20,0,0.6576723881687476,93.32732701301576,0
30,left,1.0,100,0,80,40,20,40,60,0,1.3409119396108025,79.52504754066467,0
60,right,0.1,80,40,100,40,100,0,40,0,1.8308210670976044,169.05445671081543,0
