Row,NumGoodAlgos
scenario430,0
scenario431,1
scenario432,1
scenario433,1
scenario434,1
scenario435,0
scenario436,1
scenario437,1
scenario438,1
scenario439,1
scenario440,1
scenario441,1
scenario442,1
scenario443,1
scenario444,1
scenario445,1
scenario446,1
scenario447,1
scenario448,1
scenario449,1
scenario450,1
scenario451,1
scenario452,1
scenario453,1
scenario454,1
scenario455,0
scenario456,1
scenario457,1
scenario458,1
scenario459,0
scenario460,1
scenario461,1
scenario462,0
scenario463,1
scenario464,1
scenario465,1
scenario466,1
scenario467,1
scenario468,1
scenario469,1
scenario470,1
scenario471,0
scenario472,1
scenario473,1
scenario474,1
scenario475,1
scenario476,1
scenario477,1
scenario478,1
scenario479,1
scenario480,1
scenario481,1
scenario482,1
scenario483,1
scenario484,1
scenario485,1
scenario486,1
scenario487,1
scenario488,1
scenario489,1
scenario490,1
scenario491,1
scenario492,0
scenario493,1
scenario494,1
scenario495,1
scenario496,0
scenario497,1
scenario498,0
scenario499,1
scenario500,1
scenario501,0
scenario502,1
scenario503,1
scenario504,1
scenario505,1
scenario506,0
scenario507,0
scenario508,0
scenario509,1
scenario510,0
scenario511,1
scenario512,1
scenario513,0
scenario514,1
scenario515,1
scenario516,0
scenario517,1
scenario518,1
scenario519,1
scenario520,1
scenario521,1
scenario522,0
scenario523,1
scenario524,1
scenario525,1
scenario526,1
scenario527,1
scenario528,1
scenario529,0
scenario530,1
scenario531,1
scenario532,1
scenario533,1
scenario534,0
scenario535,1
scenario536,1
scenario537,1
scenario538,1
scenario539,0
scenario540,1
scenario541,1
scenario542,1
scenario543,0
scenario544,1
scenario545,0
scenario546,0
scenario547,1
scenario548,1
scenario549,1
scenario550,1
scenario551,1
scenario552,0
scenario553,1
scenario554,0
scenario555,1
scenario556,1
scenario557,0
scenario558,1
scenario559,0
scenario560,1
scenario561,0
scenario562,1
scenario563,0
scenario564,1
scenario565,0
scenario566,1
scenario567,1
scenario568,0
scenario569,1
scenario570,0
scenario571,1
scenario572,0
scenario573,0
scenario574,1
scenario575,1
scenario576,1
scenario577,1
scenario578,0
scenario579,1
scenario580,1
scenario581,1
scenario582,0
scenario583,1
scenario584,0
scenario585,1
scenario586,1
scenario587,1
scenario588,1
scenario589,1
scenario590,1
scenario591,0
scenario592,0
scenario593,0
scenario594,1
scenario595,1
scenario596,1
scenario597,0
scenario598,1
scenario599,1
scenario600,0
scenario601,0
scenario602,1
scenario603,0
scenario604,0
scenario605,0
scenario606,0
scenario607,1
scenario608,1
scenario609,1
scenario610,1
scenario611,0
scenario612,0
scenario613,0
scenario614,1
scenario615,1
scenario616,1
scenario617,0
scenario618,0
scenario619,0
scenario620,1
scenario621,1
scenario622,0
scenario623,1
scenario624,0
scenario625,0
scenario626,1
scenario627,0
scenario628,0
scenario629,0
scenario630,1
scenario631,0
scenario632,1
scenario633,1
scenario634,0
scenario635,1
scenario636,1
scenario637,1
scenario638,1
scenario639,0
scenario640,1
scenario641,1
scenario642,1
scenario643,1
scenario644,1
scenario645,1
scenario646,1
scenario647,1
scenario648,0
