instances,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario164,20,40,0,0,0,0.8,0,100,20,60,0,c2,0.05981,0,1,2,1,0,2.928917167937973,0
scenario165,20,40,0,0,0,0.8,0,100,20,60,0,c4,0.05934,1,2,2,0,1,0.0,1
scenario166,20,40,0,0,0,0.8,0,100,20,60,20,c1,0.05923,0,1,1,2,0,2.847623657339715,0
scenario167,20,40,0,0,0,0.8,0,100,20,60,20,c2,0.05922,2,1,0,1,0,3.897930520780615,0
scenario168,20,40,0,0,0,0.8,0,100,20,60,20,c4,0.05937,2,0,1,0,0,20.793557368990285,0
scenario169,20,40,0,0,0,0.8,0,100,20,60,40,c1,0.06032,1,2,0,1,0,6.180585396163094,0
scenario170,20,100,20,80,40,0.6,0,100,20,60,40,c2,0.00125,0,1,2,0,0,1.5408486007234834,0
scenario171,20,40,0,0,0,0.8,0,100,20,60,40,c4,0.06009,2,0,1,2,0,1.343939038541783,0
scenario172,20,40,0,0,0,0.8,0,100,20,60,60,c1,0.05962,1,2,0,2,0,6.052627391272482,0
scenario173,20,40,0,0,0,0.8,0,100,20,60,60,c2,0.05922,2,0,0,1,0,2.66324104173488,0
scenario174,20,40,0,0,0,0.8,0,100,20,60,60,c4,0.05887,1,0,2,0,0,1.7389004975330842,0
scenario175,20,40,0,0,0,0.8,0,100,20,60,80,c1,0.05879,0,2,1,2,0,3.3861827365822,0
scenario176,20,40,0,0,0,0.8,0,100,20,60,80,c2,0.05859,0,1,2,1,0,6.890211254750192,0
scenario177,20,40,0,0,0,0.8,0,100,20,60,80,c4,0.05872,1,2,2,0,0,1.7396506296556449,0
scenario178,20,40,0,0,0,0.8,0,100,20,60,100,c1,0.05928,0,1,1,2,0,3.3457243575171587,0
scenario179,20,40,0,0,0,0.8,0,100,20,60,100,c2,0.05999,2,1,0,1,0,3.611132962502336,0
scenario180,20,40,0,0,0,0.8,0,100,20,60,100,c4,0.05859,2,0,1,0,0,15.09020480891956,0
scenario181,20,40,0,0,0,0.8,0,100,20,80,0,c1,0.05834,1,2,0,1,0,6.251905198590397,0
scenario182,20,40,0,0,0,0.8,0,100,20,80,0,c2,0.06137,0,1,2,0,0,1.6773918342465854,0
scenario183,20,40,0,0,0,0.8,0,100,20,80,0,c4,0.05974,2,0,1,2,0,1.3217632518377207,0
scenario184,20,40,0,0,0,0.8,0,100,20,80,20,c1,0.05971,1,2,0,2,0,6.15019835039666,0
scenario185,20,40,0,0,0,0.8,0,100,20,80,20,c2,0.06004,2,0,0,1,0,3.243695883173841,0
scenario186,20,40,0,0,0,0.8,0,100,20,80,20,c4,0.05966,1,0,2,0,0,3.7488675376346894,0
scenario187,20,40,0,0,0,0.8,0,100,20,80,40,c1,0.05883,0,2,1,2,0,1.9870740567531424,0
scenario188,20,40,0,0,0,0.8,0,100,20,80,40,c2,0.06106,0,1,2,1,0,3.4788920368469807,0
scenario189,20,40,0,0,0,0.8,0,100,20,80,40,c4,0.05906,1,2,2,0,0,2.931552218972042,0
scenario190,20,40,0,0,0,0.8,0,100,20,80,60,c1,0.05955,0,1,1,2,0,3.319303877440757,0
scenario191,20,40,0,0,0,0.8,0,100,20,80,60,c2,0.06123,2,1,0,1,0,3.258241137149497,0
scenario192,20,40,0,0,0,0.8,0,100,20,80,60,c4,0.06039,2,0,1,0,0,23.981744816242955,0
scenario193,20,40,0,0,0,0.8,0,100,20,80,80,c1,0.06047,1,2,0,1,0,6.4678837865075245,0
scenario194,20,40,0,0,0,0.8,0,100,20,80,80,c2,0.05906,0,1,2,0,0,2.030176533336536,0
scenario195,20,40,0,0,0,0.8,0,100,20,80,80,c4,0.05817,2,0,1,2,0,1.0382042930824351,0
scenario196,20,40,0,0,0,0.8,0,100,20,80,100,c1,0.06103,1,2,0,2,0,5.6158399846136415,0
