Visibility,VehicleStability,RoadSurface,PathInteraction,StartEgo,RoadFriction,StartOther,Cloudiness,WindIntensity,Wetness,FogDistance,GoalEgo,FogDensity,PrecipitationDeposits,GoalOther,Precipitation,Collision_Occurred,Min_TTC
100,80,20,1,left,0.6,base,80,40,20,100,right,20,20,left,0,False,6.410058666407727
100,80,20,2,right,0.6,base,80,40,20,100,left,20,20,left,0,False,3.362172482622543
100,80,20,4,left,0.6,right,80,40,20,100,right,20,20,base,0,False,4.282793161458278
100,80,40,1,left,0.8,base,0,60,40,80,right,0,40,left,20,False,5.092802123072083
100,80,40,2,right,0.8,base,0,60,40,80,left,0,40,left,20,False,3.574376809817539
100,80,40,4,left,0.8,right,0,60,40,80,right,0,40,base,20,False,4.871277689921831
100,80,60,1,left,1.0,base,80,40,20,100,right,20,20,left,0,False,6.298014967251981
100,80,60,2,right,1.0,base,80,40,20,100,left,20,20,left,0,False,2.856343355176921
100,80,60,4,left,1.0,right,80,40,20,100,right,20,20,base,0,False,4.455319610240536
100,80,80,1,left,0.4,base,40,0,40,100,right,20,0,left,20,False,6.178417577063303
100,80,80,2,right,0.4,base,40,0,40,100,left,20,0,left,20,False,3.9885560795873167
100,80,80,4,left,0.4,right,40,0,40,100,right,20,0,base,20,False,4.4017265622836925
100,80,100,1,left,0.8,base,80,40,20,100,right,20,20,left,0,False,6.420295353519862
100,80,100,2,right,0.8,base,80,40,20,100,left,20,20,left,0,False,3.817415410442986
100,80,100,4,left,0.8,right,80,40,20,100,right,20,20,base,0,False,4.616029237682634
100,100,0,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.104351274800762
100,100,0,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.4298465247545413
100,100,0,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,2.9403583703508365
100,100,20,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.241939974354385
100,100,20,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.1161331347602959
100,100,20,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,3.730620893939262
100,100,40,1,left,0.8,base,0,0,40,100,right,20,40,left,20,False,6.1543905838221775
100,100,40,2,right,0.8,base,0,0,40,100,left,20,40,left,20,False,3.4583180356019403
100,100,40,4,left,0.8,right,0,0,40,100,right,20,40,base,20,False,4.21936974807944
100,100,60,1,left,1.0,base,80,40,20,100,right,20,20,left,0,False,6.511064024492213
100,100,60,2,right,1.0,base,80,40,20,100,left,20,20,left,0,False,3.4204248410485407
100,100,60,4,left,1.0,right,80,40,20,100,right,20,20,base,0,False,4.541587111106141
100,100,80,1,left,1.0,base,80,40,20,100,right,20,20,left,0,False,6.001463929550827
100,100,80,2,right,1.0,base,80,40,20,100,left,20,20,left,0,False,3.0681723403717496
100,100,80,4,left,1.0,right,80,40,20,100,right,20,20,base,0,False,4.622106167483938
100,100,100,1,left,0.8,base,0,0,40,100,right,20,40,left,20,False,5.454730438133215
100,100,100,2,right,0.8,base,0,0,40,100,left,20,40,left,20,False,3.825567248363367
100,100,100,4,left,0.8,right,0,0,40,100,right,20,40,base,20,False,3.452379715301789
