instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario202,0,60,60,60,0,80,0.4,100,80,20,100,20,c1,1e-05,1,2,0,1,0,3.663155360052696,0
scenario203,90,20,60,100,100,40,0.6,40,60,20,100,20,c2,1e-05,0,1,2,1,0,3.824545491296852,0
scenario204,30,20,100,40,80,40,0.6,0,100,20,100,20,c4,1e-05,1,0,2,0,0,9999.0,0
scenario205,-60,60,20,60,100,60,0.6,0,100,20,100,40,c1,1e-05,0,1,1,2,0,2.7139307246302216,0
scenario206,90,80,80,20,60,100,0.6,40,60,20,100,40,c2,1e-05,0,1,2,0,0,4.016628829450236,0
scenario207,-90,40,80,0,40,40,0.6,40,60,20,100,40,c4,1e-05,2,0,1,0,0,2.203734651314172,0
scenario208,30,0,60,0,40,40,0.6,0,100,20,100,60,c1,1e-05,0,2,1,2,0,3.425216351780257,0
scenario209,90,80,100,20,100,40,0.6,40,60,20,100,60,c2,1e-05,2,1,0,1,0,1.11059399928076,0
scenario210,0,20,100,20,0,0,0.8,40,60,20,100,60,c4,1e-05,1,2,2,0,1,9999.0,1
scenario211,-90,80,20,0,0,0,0.8,80,20,20,100,80,c1,1e-05,1,2,0,2,0,1.5694874998910682,0
scenario212,30,60,60,40,100,40,0.6,0,100,20,100,80,c2,1e-05,2,0,0,1,1,9999.0,1
scenario213,60,20,100,0,0,60,0.4,80,20,20,100,80,c4,1e-05,2,0,1,2,0,1.4118900591694952,0
scenario214,90,0,20,0,80,40,0.6,0,100,20,100,100,c1,1e-05,1,2,0,1,0,2216.5187579091603,0
scenario215,30,60,100,20,0,0,0.8,20,80,20,100,100,c2,1e-05,0,1,2,1,0,4.545994864980488,0
scenario216,-60,20,100,20,60,0,0.6,20,80,20,100,100,c4,1e-05,1,0,2,0,0,9999.0,0
scenario217,-90,40,40,40,100,0,0.6,100,0,40,0,0,c1,1e-05,0,1,1,2,0,1.893316487890151,0
scenario218,60,20,100,40,40,0,0.8,100,0,40,0,0,c2,1e-05,0,1,2,0,0,4.356914596730428,0
scenario219,60,20,60,0,0,60,0.1,20,80,40,0,0,c4,1e-05,2,0,1,0,0,1.0883579812473494,0
scenario220,-90,20,60,40,100,100,0.1,100,0,40,0,20,c1,1e-05,0,2,1,2,0,2.6966845499722267,0
